customer_ref,customer_id,account_num,billing_account_id,subs_id,bpi_id,sales_order_id,order_item_id,distribution_channel_id,distribution_channel_value,is_inflight,shop_id,initiating_system_id,initiating_system_value,parent_id,location_id,processed_when_date,end_processed_date,prev_status_id,prev_status_value,status_id,status_value,status_change_reason,is_status_changed,date_change_status,prev_productoffering_template_id,prev_productoffering_template_name,prev_productoffering_id,prev_productoffering_name,prev_productoffering_weight,prev_productoffering_bil_spec_id,prev_productoffering_bil_spec_value,prev_productoffering_type_id,prev_productoffering_type_value,productoffering_template_id,productoffering_template_name,productoffering_id,productoffering_name,productoffering_weight,productoffering_bil_spec_id,productoffering_bil_spec_value,productoffering_type_id,productoffering_type_value,is_productoffering_changed,date_change_productoffering,prev_billing_account_id,is_billing_account_changed,date_change_billing_account,prev_bpi_discount_mrc,prev_bpi_mrc,prev_bpi_total_mrc,prev_bpi_tax_mrc,prev_rec_basic_total_discount,prev_rec_basic_total_price,bpi_discount_mrc,bpi_mrc,bpi_total_mrc,bpi_tax_mrc,recurrent_basic_total_discount,recurrent_basic_total_price,is_price_changed,date_change_price,history_date
1000164095,9158144583813281598,2000164017,9158144593713281626,9158144620313283876,9158144620313283876,9158144605813282103,9158144617713282826,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144607813282212,NULL,2020-08-27 12:27:34,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:27:34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156936335365761799,Roaming Postpaid Data Template,5400000007,Roaming Postpaid Data 1GB,NULL,9156599279465679875,Roaming,9125737315713245976,Product Offering,Yes,2020-08-27 12:27:34,NULL,Yes,2020-08-27 12:27:34,NULL,NULL,NULL,NULL,NULL,NULL,0.00,15.75,15.75,0.75,0.00,15.00,Yes,2020-08-27 12:27:34,2020-10-04-00-00-00
1000164028,9158144290513275624,2000163969,9158144296013275724,9158144359413277190,9158144359413277190,9158144316213276321,9158144333513276539,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144315513276380,NULL,2020-08-27 11:40:19,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809190,Call Forwarding Template,6500000005,Call Forwarding,NULL,9156599279465679872,Calling Feature,9125737315713245976,Product Offering,Yes,2020-08-27 11:40:19,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.41,3.41,0.16,0.00,3.25,Yes,2020-08-27 11:40:19,2020-10-04-00-00-00
1000164028,9158144290513275624,2000163969,9158144296013275724,9158144351313277157,9158144351313277157,9158144372513277527,9158144374713277527,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144376613277527,NULL,2020-08-27 11:54:28,NULL,9132857804713527191,Active,9132857804713527191,Active,NULL,No,2020-08-27 11:40:19,6500000000,Mobile Line,6500000000,Mobile Line Template,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,No,2020-08-27 11:40:19,9158144296013275724,No,2020-08-27 11:40:19,0.00,0.00,18.37,0.87,0.00,17.50,0.00,0.00,18.37,0.87,0.00,17.50,No,2020-08-27 11:40:19,2020-10-04-00-00-00
1000164051,9158144445513278416,2000163991,9158144446013278623,9158144485313279390,9158144485313279390,9158144445313278865,9158144466613278819,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144465613278819,NULL,2020-08-27 12:08:20,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:08:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,Yes,2020-08-27 12:08:20,NULL,Yes,2020-08-27 12:08:20,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.00,Yes,2020-08-27 12:08:20,2020-10-04-00-00-00
1000164092,9158144558513281034,2000164018,9158144590413281726,9158144618013282722,9158144618013282722,9158144566213281398,9158144560413281398,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144569313281398,NULL,2020-08-27 12:22:23,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:22:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,Yes,2020-08-27 12:22:23,NULL,Yes,2020-08-27 12:22:23,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.00,Yes,2020-08-27 12:22:23,2020-10-04-00-00-00
1000164091,9158144540213280933,2000164014,9158144556713280926,9158144596713281995,9158144596713281995,9158144552113281134,9158144565413281158,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144552113281134,NULL,2020-08-29 00:00:26,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-29 00:00:26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000001,Mobile Prepaid 3 GB,2,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-29 00:00:26,NULL,Yes,2020-08-29 00:00:26,NULL,NULL,NULL,NULL,NULL,NULL,3.15,16.84,16.84,0.65,3.00,16.04,Yes,2020-08-29 00:00:26,2020-10-04-00-00-00
1000164108,9158144622813283645,2000164028,9158144628213283745,9158144674813285297,9158144674813285297,9158144626913283776,9158144641513284001,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144626913283776,NULL,2020-08-27 12:35:02,NULL,NULL,NULL,9132857804713527197,Disconnected,NULL,Yes,2020-08-27 12:35:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156936335365761789,Mobile Postpaid Plan Template,5500000003,Mobile Postpaid S,1,9156935945165524201,Mobile Postpaid,9125737315713245976,Product Offering,Yes,2020-08-27 12:35:02,NULL,Yes,2020-08-27 12:35:02,NULL,NULL,NULL,NULL,NULL,NULL,5.25,8.44,8.44,0.15,5.00,8.04,Yes,2020-08-27 12:35:02,2020-10-04-00-00-00
1000164028,9158144290513275624,2000163969,9158144296013275724,9158144352513277190,9158144352513277190,9158144316213276321,9158144327313276584,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144315513276380,NULL,2020-08-27 11:40:19,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809210,WhatsApp Template,6500000004,WhatsApp Included,NULL,9156599279465679882,Social Networks,9125737315713245976,Product Offering,Yes,2020-08-27 11:40:19,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.15,3.15,0.15,0.00,3.00,Yes,2020-08-27 11:40:19,2020-10-04-00-00-00
1000164051,9158144445513278416,2000163991,9158144446013278623,9158144482313279390,9158144482313279390,9158144445313278865,9158144465613278819,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144445313278865,NULL,2020-08-27 12:08:20,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:08:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000000,Mobile Prepaid 1.5 GB,1,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-27 12:08:20,NULL,Yes,2020-08-27 12:08:20,NULL,NULL,NULL,NULL,NULL,NULL,3.15,11.22,11.22,0.38,3.00,10.69,Yes,2020-08-27 12:08:20,2020-10-04-00-00-00
1000164070,9158144497413279539,2000164009,9158144492113279639,9158144519113280103,9158144519113280103,9158144493113279883,9158144508013280075,9153174608013224016,Telesales,No,542,9148223396313661753,Order Entry,9158144493113279883,NULL,2020-08-27 12:05:53,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:05:53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000000,Mobile Prepaid 1.5 GB,1,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-27 12:05:53,NULL,Yes,2020-08-27 12:05:53,NULL,NULL,NULL,NULL,NULL,NULL,3.15,0.00,0.00,-0.15,3.00,0.00,Yes,2020-08-27 12:05:53,2020-10-04-00-00-00
1000164069,9158144476313279253,2000164019,9158144600913282343,9158144623613283438,9158144623613283438,9158144537613280757,9158144603713282212,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144531813280757,NULL,2020-08-27 12:30:32,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809205,Voicemail Template,6500000008,Voicemail,NULL,9156599279465679872,Calling Feature,9125737315713245976,Product Offering,Yes,2020-08-27 12:30:32,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.41,3.41,0.16,0.00,3.25,Yes,2020-08-27 12:30:32,2020-10-04-00-00-00
1000164028,9158144290513275624,2000163969,9158144296013275724,9158144354313277157,9158144354313277157,9158144316213276321,9158144329813276484,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144315513276380,NULL,2020-08-27 11:40:19,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809211,Facebook Template,6500000003,Facebook Included,NULL,9156599279465679882,Social Networks,9125737315713245976,Product Offering,Yes,2020-08-27 11:40:19,NULL,Yes,2020-08-27 11:40:19,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.15,3.15,0.15,0.00,3.00,Yes,2020-08-27 11:40:19,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144621713283013,9158144621713283013,9158144586613281598,9158144586113281698,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144583113281698,NULL,2020-08-27 12:24:02,2020-08-27 12:32:32,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,Yes,2020-08-27 12:24:02,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,18.37,0.87,0.00,17.50,Yes,2020-08-27 12:24:02,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144624713283013,9158144624713283013,9158144586613281598,9158144600613282212,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144586113281698,NULL,2020-08-27 12:24:02,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809190,Call Forwarding Template,6500000005,Call Forwarding,NULL,9156599279465679872,Calling Feature,9125737315713245976,Product Offering,Yes,2020-08-27 12:24:02,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.41,3.41,0.16,0.00,3.25,Yes,2020-08-27 12:24:02,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144626813283013,9158144626813283013,9158144586613281598,9158144603413282100,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144586113281698,NULL,2020-08-27 12:24:02,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809210,WhatsApp Template,6500000004,WhatsApp Included,NULL,9156599279465679882,Social Networks,9125737315713245976,Product Offering,Yes,2020-08-27 12:24:02,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.15,3.15,0.15,0.00,3.00,Yes,2020-08-27 12:24:02,2020-10-04-00-00-00
1000164069,9158144476313279253,2000164019,9158144600913282343,9158144627513283438,9158144627513283438,9158144537613280757,9158144608413282212,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144531813280757,NULL,2020-08-27 12:30:32,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809195,Call Display Template,6500000006,Call Display,NULL,9156599279465679872,Calling Feature,9125737315713245976,Product Offering,Yes,2020-08-27 12:30:32,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,0.00,3.41,3.41,0.16,0.00,3.25,Yes,2020-08-27 12:30:32,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144627613283013,9158144627613283013,9158144647713284001,9158144640913284001,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144647713284001,NULL,2020-08-27 12:32:33,NULL,9132857804713527191,Active,9132857804713527191,Active,NULL,No,2020-08-27 12:24:02,6400000000,Mobile Prepaid 1.5 GB,6400000000,Mobile Prepaid Plan Template,1,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,9156599352065809159,Mobile Prepaid Plan Template,6400000000,Mobile Prepaid 1.5 GB,1,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,No,2020-08-27 12:24:02,9158144565313281258,No,2020-08-27 12:24:02,3.15,11.22,29.59,1.25,3.00,28.19,3.15,11.22,29.59,1.25,3.00,28.19,No,2020-08-27 12:24:02,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144621713283013,9158144621713283013,9158144647713284001,9158144646913284001,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144640913284001,NULL,2020-08-27 12:32:33,NULL,9132857804713527191,Active,9132857804713527191,Active,NULL,No,2020-08-27 12:24:02,6500000000,Mobile Line,6500000000,Mobile Line Template,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,No,2020-08-27 12:24:02,9158144565313281258,No,2020-08-27 12:24:02,0.00,0.00,18.37,0.87,0.00,17.50,0.00,0.00,18.37,0.87,0.00,17.50,No,2020-08-27 12:24:02,2020-10-04-00-00-00
1000163970,9158143996613256377,2000163931,9158144007313256525,9158144032913257243,9158144032913257243,9158144005213257083,9158144010413257011,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144005213257083,NULL,2020-08-27 10:51:07,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 10:51:07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000002,Mobile Prepaid 6 GB,3,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-27 10:51:07,NULL,Yes,2020-08-27 10:51:07,NULL,NULL,NULL,NULL,NULL,NULL,3.15,22.46,22.46,0.92,3.00,21.39,Yes,2020-08-27 10:51:07,2020-10-04-00-00-00
1000164028,9158144290513275624,2000163969,9158144296013275724,9158144357213277157,9158144357213277157,9158144372513277527,9158144376613277527,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144372513277527,NULL,2020-08-27 11:54:28,NULL,9132857804713527191,Active,9132857804713527191,Active,NULL,No,2020-08-27 11:40:19,6400000002,Mobile Prepaid 6 GB,6400000002,Mobile Prepaid Plan Template,3,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,9156599352065809159,Mobile Prepaid Plan Template,6400000002,Mobile Prepaid 6 GB,3,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,No,2020-08-27 11:40:19,9158144296013275724,No,2020-08-27 11:40:19,5.40,22.46,40.83,1.68,5.14,38.89,5.40,22.46,40.83,1.68,5.14,38.89,No,2020-08-27 11:40:19,2020-10-04-00-00-00
1000164070,9158144497413279539,2000164009,9158144492113279639,9158144513213280103,9158144513213280103,9158144493113279883,9158144501113280075,9153174608013224016,Telesales,No,542,9148223396313661753,Order Entry,9158144508013280075,NULL,2020-08-27 12:05:53,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:05:53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809235,Mobile Line Template,6500000000,Mobile Line,NULL,9156599279465679885,Mobile Line,9125737315713245976,Product Offering,Yes,2020-08-27 12:05:53,NULL,Yes,2020-08-27 12:05:53,NULL,NULL,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.00,Yes,2020-08-27 12:05:53,2020-10-04-00-00-00
1000164069,9158144476313279253,2000164019,9158144600913282343,9158144627413283438,9158144627413283438,9158144537613280757,9158144530813280757,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144537613280757,NULL,2020-08-27 12:30:32,NULL,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000001,Mobile Prepaid 3 GB,2,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-27 12:30:32,NULL,Yes,2020-08-27 12:30:32,NULL,NULL,NULL,NULL,NULL,NULL,3.15,16.84,23.66,0.97,3.00,22.54,Yes,2020-08-27 12:30:32,2020-10-04-00-00-00
1000164093,9158144565713281158,2000164015,9158144565313281258,9158144627613283013,9158144627613283013,9158144586613281598,9158144583113281698,9153174608013224016,Telesales,No,NULL,9148223396313661753,Order Entry,9158144586613281598,NULL,2020-08-27 12:24:02,2020-08-27 12:32:32,NULL,NULL,9132857804713527191,Active,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9156599352065809159,Mobile Prepaid Plan Template,6400000000,Mobile Prepaid 1.5 GB,1,9156599279465679870,Mobile Prepaid,9125737315713245976,Product Offering,Yes,2020-08-27 12:24:02,NULL,Yes,2020-08-27 12:24:02,NULL,NULL,NULL,NULL,NULL,NULL,3.15,11.22,29.59,1.25,3.00,28.19,Yes,2020-08-27 12:24:02,2020-10-04-00-00-00
