sim_id,warehouse_id,adm1,activation_state_value,activation_state_id,customer_account,iccid,imsi,imsi_rb,sim_card_logical_status_value,sim_card_logical_status_id,sim_manufacturer_id,item_model_id,msisdn,physical_status_value,physical_status_id,sim_batch_id,extraction_timestamp,date,history_date
9158137206713200324,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372067132003240,137206713200324,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137206913200457,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372069132004570,137206913200457,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208013200557,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372080132005570,137208013200557,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208113200557,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372081132005570,137208113200557,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208413200324,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372084132003240,137208413200324,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208713200324,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372087132003240,137208713200324,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208813200457,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581372088132004570,137208813200457,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137880913250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378809132507840,137880913250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137881513250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378815132507840,137881513250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137882213250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378822132507840,137882213250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137882713250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378827132507840,137882713250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137883313250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378833132507840,137883313250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137883713250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378837132507840,137883713250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137884213250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378842132507840,137884213250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137885413250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378854132507840,137885413250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137886413250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378864132507840,137886413250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137886813250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378868132507840,137886813250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137887413250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378874132507840,137887413250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137888213250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378882132507840,137888213250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137888713250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378887132507840,137888713250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137889113250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378891132507840,137889113250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137889413250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378894132507840,137889413250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137889913250784,9147480535213897386,NULL,NULL,NULL,NULL,91581378899132507840,137889913250784,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890313250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378903132508270,137890313250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891213250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378912132508270,137891213250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892013250927,9154800278013547325,NULL,NULL,NULL,NULL,91581378920132509270,137892013250927,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894313250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378943132508270,137894313250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894813250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378948132508270,137894813250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895013250927,9154800278013547325,NULL,NULL,NULL,NULL,91581378950132509270,137895013250927,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895913250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378959132508270,137895913250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896013250827,9147480535213897386,NULL,NULL,NULL,NULL,91581378960132508270,137896013250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896013250958,9154800278013547325,NULL,NULL,NULL,NULL,91581378960132509580,137896013250958,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897013250827,9147480535213897386,NULL,NULL,NULL,NULL,91581378970132508270,137897013250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897313250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378973132508270,137897313250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898313250827,9154800278013547325,NULL,NULL,NULL,NULL,91581378983132508270,137898313250827,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899013250958,9154800278013547325,NULL,NULL,NULL,NULL,91581378990132509580,137899013250958,NULL,Available,9141687398113679751,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137901313251131,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379013132511310,137901313251131,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137901613251131,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379016132511310,137901613251131,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137901813251131,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379018132511310,137901813251131,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137901913251000,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379019132510000,137901913251000,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137903013251100,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379030132511000,137903013251100,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137903813251000,9154765100913385974,NULL,Pre-Activated,NULL,NULL,91581379038132510000,137903813251000,NULL,In Use,9141687398113679757,NULL,9148563043913674855,NULL,Normal,9141616093313337422,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
