CUSTOMER_REF,ACCOUNT_NUM,DOMAIN_ID,BILL_SEQ,BILL_VERSION,REVENUE_START_DAT,REVENUE_END_DAT,REVENUE_FEED_ID,REVENUE_CHARGE_TYPE_ID,REVENUE_CHARGE_TYPE_VALUE,BILL_REVENUE_FEED_SEQ,INVOICED_CHARGE_BOO,CREATED_DTM,GROUP_ATTR_1,GROUP_ATTR_2,GROUP_ATTR_3,GROUP_ATTR_4,GROUP_ATTR_5,GROUP_ATTR_6,GROUP_ATTR_7,GROUP_ATTR_8,GROUP_ATTR_9,GROUP_ATTR_10,GROUP_ATTR_11,GROUP_ATTR_12,SUM_ATTR_1_VALUE,SUM_ATTR_2_VALUE,SUM_ATTR_3_VALUE,SUM_ATTR_4_VALUE,SUM_ATTR_5_VALUE,SUM_ATTR_6_VALUE,TAX_INCLUSIVE_CHARGE_MNY,RE_CALCULATED_CHARGE_MNY,RE_ENGINEERED_CHRG_GRP_SEQ,GROUP_ATTR_13,GROUP_ATTR_14,GROUP_ATTR_15,GROUP_ATTR_16,GROUP_ATTR_17,GROUP_ATTR_18,GROUP_ATTR_19,GROUP_ATTR_20,history_date
513084533,513084533,197590447,1,1,13-May-19,31-May-19,-1,1,Normal charge,1,T,13-May-19,1000301,1,,,,,,,,,,,18260,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,13-May-19,9900101,1,,,,,,,,,,,1820,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,13-May-19,31-May-19,1,1,Normal charge,1,T,13-May-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,18260,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,13-May-19,26,,,9900101,,,,,,,,,1820,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000301,1,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1,,,,,,,,,,,2980,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,1-Jul-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jul-19,1-Jul-19,1,1,Normal charge,2,T,1-Jul-19,26,,,9900101,,,,,,,,,2980,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,10-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000401,1,,,,,,,,,,,6240,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,2,T,1-Aug-19,9900101,1,,,,,,,,,,,620,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,10-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,6240,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,1-Aug-19,1-Aug-19,1,1,Normal charge,2,T,1-Aug-19,26,,,9900101,,,,,,,,,620,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000301,1,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,1-Aug-19,1200501,1,,,,,,,,,,,4000,2,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,3,T,1-Aug-19,9900101,1,,,,,,,,,,,3380,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,1-Aug-19,34,1,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,1,1,Normal charge,3,T,1-Aug-19,34,2,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Aug-19,1-Aug-19,1,1,Normal charge,4,T,1-Aug-19,26,,,9900101,,,,,,,,,3380,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,9-Aug-19,9-Aug-19,-1,1,Normal charge,1,T,1-Sep-19,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,1-Sep-19,1-Sep-19,-1,1,Normal charge,2,T,1-Sep-19,9900101,1,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,9-Aug-19,9-Aug-19,1,1,Normal charge,1,T,1-Sep-19,34,3,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,1-Sep-19,1-Sep-19,1,1,Normal charge,2,T,1-Sep-19,26,,,9900101,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,8-Sep-19,8-Sep-19,-1,1,Normal charge,1,T,9-Oct-19,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,9-Oct-19,9-Oct-19,-1,1,Normal charge,2,T,9-Oct-19,9900101,1,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,8-Sep-19,8-Sep-19,1,1,Normal charge,1,T,9-Oct-19,34,4,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,9-Oct-19,9-Oct-19,1,1,Normal charge,2,T,9-Oct-19,26,,,9900101,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,9-Aug-19,9-Aug-19,-1,1,Normal charge,1,T,28-Aug-20,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,28-Aug-20,28-Aug-20,-1,1,Normal charge,2,T,28-Aug-20,9900101,1,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,9-Aug-19,9-Aug-19,1,1,Normal charge,1,T,28-Aug-20,34,104,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,28-Aug-20,28-Aug-20,1,1,Normal charge,2,T,28-Aug-20,26,,,9900101,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,11-Aug-19,11-Aug-19,-1,1,Normal charge,1,T,28-Aug-20,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,28-Aug-20,28-Aug-20,-1,1,Normal charge,2,T,28-Aug-20,9900101,1,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,11-Aug-19,11-Aug-19,1,1,Normal charge,1,T,28-Aug-20,34,106,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,28-Aug-20,28-Aug-20,1,1,Normal charge,2,T,28-Aug-20,26,,,9900101,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,13-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jun-19,1000401,1,,,,,,,,,,,5390,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,1-Jun-19,9900101,1,,,,,,,,,,,530,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,13-May-19,31-May-19,1,1,Normal charge,1,T,1-Jun-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,5390,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,1-Jun-19,26,,,9900101,,,,,,,,,530,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,21-May-19,31-May-19,-1,1,Normal charge,1,T,21-May-19,1000301,1,,,,,,,,,,,10570,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,21-May-19,9900101,1,,,,,,,,,,,1050,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,21-May-19,31-May-19,1,1,Normal charge,1,T,21-May-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,10570,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,21-May-19,26,,,9900101,,,,,,,,,1050,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,1,T,10-Jul-19,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,9900101,1,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,1,1,Normal charge,1,T,10-Jul-19,26,,,9900101,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,34,102,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,10-Jul-19,1000301,1,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,9900101,1,,,,,,,,,,,2980,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,10-Jul-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,26,,,9900101,,,,,,,,,2980,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,10-Jul-19,1000301,1,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,1200501,1,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,3,T,10-Jul-19,9900101,1,,,,,,,,,,,3180,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,10-Jul-19,6,1,,1000301,362,,6,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,34,101,,1200501,38,,34,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Aug-19,1-Aug-19,1,1,Normal charge,3,T,10-Jul-19,26,,,9900101,,,,,,,,,3180,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,-1,1,Normal charge,1,T,1-Sep-19,1000401,1,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Sep-19,1-Sep-19,-1,1,Normal charge,2,T,1-Sep-19,9900101,1,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,1,1,Normal charge,1,T,1-Sep-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,1,1,Normal charge,2,T,1-Sep-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Sep-19,1-Sep-19,1,1,Normal charge,3,T,1-Sep-19,26,,,9900101,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1,,,,,,,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1,,,,,,,,,,,250,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,1,1,Normal charge,1,T,1-Jul-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,1,1,Normal charge,2,T,1-Jul-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,1-Jul-19,1-Jul-19,1,1,Normal charge,3,T,1-Jul-19,26,,,9900101,,,,,,,,,250,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,-1,1,Normal charge,1,T,1-Oct-19,1000401,1,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Oct-19,1-Oct-19,-1,1,Normal charge,2,T,1-Oct-19,9900101,1,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,1,1,Normal charge,1,T,1-Oct-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,1,1,Normal charge,2,T,1-Oct-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Oct-19,1-Oct-19,1,1,Normal charge,3,T,1-Oct-19,26,,,9900101,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jun-19,1000401,1,,,,,,,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,1-Jun-19,9900101,1,,,,,,,,,,,250,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,1,1,Normal charge,1,T,1-Jun-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,1,1,Normal charge,2,T,1-Jun-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,3,T,1-Jun-19,26,,,9900101,,,,,,,,,250,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,1-Jul-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,2,T,1-Jul-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jul-19,1-Jul-19,1,1,Normal charge,3,T,1-Jul-19,26,,,9900101,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000401,1,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,2,T,1-Aug-19,9900101,1,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1,,1000401,362,,6,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,2,T,1-Aug-19,6,2,,-1,400,,6,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Aug-19,1-Aug-19,1,1,Normal charge,3,T,1-Aug-19,26,,,9900101,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
