event_type_id,event_attr_num,attr_name,extraction_timestamp,date,history_date
-808893,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808892,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808892,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808891,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808890,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808890,12,OTC Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808890,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808890,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808889,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808889,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808889,14,OTC Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808889,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808888,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808888,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808888,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808888,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808887,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808887,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808887,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808887,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,8,Unpackaged Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,9,Pre-Override Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,13,Contract Ref,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,21,Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,23,Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808886,25,Price before age-dependent modifier,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808885,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808885,7,Percentage split of charge,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808885,8,Unpackaged Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,8,Unpackaged Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,19,Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,20,Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,22,Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808884,23,Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808883,10,Saving,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808883,12,Package Id,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808883,13,Contract Ref,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808883,14,Contract Term,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808883,20,Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808882,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808882,2,Quantity,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808882,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808882,16,Billing Tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,4,Associated Subscription/Product ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808816,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,5,Associated Budget Centre Name,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,12,OTC Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808815,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808814,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,5,Associated Budget Centre Name,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,10,SKU_ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,14,OTC Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808813,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808812,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808812,4,Associated Subscription/Product ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808812,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808812,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808811,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808811,10,OTC Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808811,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808811,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808810,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808810,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808810,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808809,10,OTC Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808808,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808808,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808808,4,Associated Subscription/Product ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808808,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808808,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808807,10,OTC Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808807,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808807,24,OTC Attribute 15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808806,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808806,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808806,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808806,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,12,OTC Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808805,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808804,24,OTC Attribute 15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808803,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808803,2,Quantity,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808803,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808803,21,Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808802,8,Unpackaged Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808802,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808802,12,Package Id,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808802,13,Contract Ref,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808801,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808801,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808801,16,Billing Tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808801,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808801,19,Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808800,4,Charge End Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808800,9,Pre-Override Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808799,2,Quantity,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808799,3,Charge Start Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808799,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808799,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808799,20,Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808785,1,OTC ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808785,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808784,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808783,17,OTC Attribute 8,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808783,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808783,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808782,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808782,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808782,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808781,5,Associated Budget Centre Name,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808781,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808781,14,OTC Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808781,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808780,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808780,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808780,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808780,24,OTC Attribute 15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,2,OTC Type ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,14,OTC Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,15,OTC Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,19,OTC Attribute 10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808779,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808778,16,OTC Attribute 7,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808778,17,OTC Attribute 8,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808778,24,OTC Attribute 15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808777,4,Associated Subscription/Product ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808777,11,OTC Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808777,18,OTC Attribute 9,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808777,21,OTC Attribute 12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808777,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808776,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808776,17,OTC Attribute 8,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808775,3,Real-Time Balance indicator,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808775,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808775,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808775,17,OTC Attribute 8,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808774,2,OTC Type ID,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808774,13,OTC Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808774,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808774,22,OTC Attribute 13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808774,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808773,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808773,14,OTC Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808773,20,OTC Attribute 11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808773,23,OTC Attribute 14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808773,24,OTC Attribute 15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808772,9,Pre-Override Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808772,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808772,12,Package Id,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808771,22,Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808771,25,Price before age-dependent modifier,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,4,Charge End Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,9,Pre-Override Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,23,Attribute 5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808770,24,Attribute 6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808769,4,Charge End Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,4,Charge End Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,5,Product Age (months),2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,7,Percentage split of charge,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,14,Contract Term,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,19,Attribute 1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,20,Attribute 2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,21,Attribute 3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808768,22,Attribute 4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
0,5,Product age (months),2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
0,16,Billing tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
0,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
2,6,Country Dial Code,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
3,2,Called Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
4,1,Calling Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
4,6,Country Dial Code,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
6,1,Calling Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
6,2,Called Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
8,5,APN,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
12,1,Calling Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
12,6,Country Code,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
13,2,Called Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
15,2,Called Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
16,1,Calling Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
17,2,Called Number,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808906,21,Attribute3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808906,25,Price before age-dependent modifier,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,9,Pre-Override Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,13,Contract Ref,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,15,Contract Term Units,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,19,Attribute1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808905,24,Attribute6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808904,10,Saving,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808904,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808904,16,Billing Tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808904,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808903,14,Contract Term,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808903,16,Billing Tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808903,23,Attribute5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,4,Charge End Date,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,5,Product Age (months),2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,16,Billing Tariff,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808902,19,Attribute1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808901,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808901,6,Product Charge Flag,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808901,11,Product Package Instance,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808901,22,Attribute4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,1,Charge type,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,2,Quantity,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,8,Unpackaged Price,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,14,Contract Term,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,18,Product family,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,20,Attribute2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808900,25,Price before age-dependent modifier,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808899,5,Associated Budget Centre Name,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-808899,6,One Time Charge Class,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
