customer_ref,customer_id,account_num,billing_account_id,subs_id,bpi_id,subs_status_id,subs_status_value,billing_status_id,billing_status_value,customer_category_id,customer_category_value,actual_start_date,actual_end_date,location_id,sequence_number,otc_sequence_number,last_sales_order_id,shop_id,processed_when_date,is_inflight,initiating_system_id,initiating_system_value,distribution_channel_id,distribution_channel_value,bpi_discount_mrc,bpi_tax_mrc,bpi_total_mrc,bpi_mrc,recurrent_basic_total_discount,recurrent_basic_total_price,productoffering_template_id,productoffering_template_name,productoffering_id,productoffering_name,productoffering_weight,productoffering_bil_spec_id,productoffering_bil_spec_value,productoffering_type_id,productoffering_type_value,external_id,parent_id,ocs_subscriber_id,cash_balance_id,ocs_subscription_id,tariff_plan_id,tariff_plan_name,status_change_reason,sms_allowance,voice_allowance,data_allowance,extraction_timestamp,date,history_date
1000164129,9159017050313238500,2000164129,9159017061313238637,9159017077713239113,9159017077713239113,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-06 11:52:44,NULL,NULL,1,NULL,9159017056313238500,NULL,2020-12-06 11:52:55,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159017052313238500,500000000000,NULL,4dbd343f-e1d5-46d5-8457-53320df820fe,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164171,9159025817513411128,2000164152,9159025811613411266,9159025822513411501,9159025822513411501,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-07 12:10:51,NULL,NULL,1,NULL,9159025813613411128,NULL,2020-12-07 12:10:56,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159025819513411128,500000000004,NULL,f19a7125-2532-42ad-8ce1-69115c513f12,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164176,9159026204513421687,2000164169,9159026228613421785,9159026233313422037,9159026233313422037,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-07 13:19:15,NULL,NULL,1,NULL,9159026200613421687,NULL,2020-12-07 13:19:18,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159026206513421687,500000000005,NULL,b8704152-0791-457c-baf5-37ff37629512,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164187,9159027246413435576,2000164176,9159027266813435651,9159027270813435910,9159027270813435910,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 16:12:24,NULL,NULL,NULL,NULL,9159027242513435576,NULL,2020-12-07 16:12:36,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,19.00,10.00,5.00,19.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027248413435576,NULL,NULL,10b641fb-b085-496a-b634-d4d0c434be32,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164188,9159027343613438008,2000164177,9159027340013438286,9159027353713438547,9159027353713438547,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 16:26:20,NULL,NULL,NULL,NULL,9159027349613438008,NULL,2020-12-07 16:26:27,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,19.00,10.00,5.00,19.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027345613438008,NULL,NULL,5d3c51e8-a062-418d-bb98-aceeef231368,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163930,9158904105913910219,2000163930,9158904113413911022,9158904120513913104,9158904120513913104,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:07:11,NULL,NULL,NULL,NULL,9158904102013910319,NULL,2020-11-23 10:07:19,No,9153817101813286625,SSP,9157882873313995000,App,10.00,0.00,20.00,20.00,10.00,20.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904107913910219,NULL,NULL,6a7267e0-8644-4eae-b7b0-0b79f0e34576,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163935,9158904102613910434,2000163935,9158904115213911857,9158904121913914732,9158904121913914732,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:07:30,NULL,NULL,NULL,NULL,9158904102813910434,NULL,2020-11-23 10:07:36,No,9153817101813286625,SSP,9157882873313995000,App,10.00,0.00,20.00,20.00,10.00,20.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904104613910434,NULL,NULL,8a110d55-f5b0-4d4d-86be-6aada8ec804b,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163948,9158904149713922894,2000163948,9158904151113924368,9158904166413927015,9158904166413927015,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:13:59,NULL,NULL,NULL,NULL,9158904141913922894,NULL,2020-11-23 10:14:05,No,9153817101813286625,SSP,9157882873313995000,App,10.00,0.00,20.00,20.00,10.00,20.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904141813922894,NULL,NULL,ea28b511-fb1b-4e25-92c6-001c4847793e,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163952,9158904164813928556,2000163952,9158904162913929177,9158904176613930913,9158904176613930913,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 10:15:49,2020-11-24 11:40:42,NULL,1,NULL,9158913296613131131,NULL,NULL,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904164913928556,NULL,NULL,e66a8607-cf52-440f-bf87-3e42ee477961,7610000000,VF Red - M,Deceased,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163993,9158904223613942614,2000163993,9158904227113943797,9158904231513946987,9158904231513946987,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:26:51,NULL,NULL,NULL,NULL,9158904243813949949,NULL,2020-11-23 10:27:46,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904229613942614,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163998,9158904262513953716,2000163998,9158904287613953854,9158904281913954192,9158904281913954192,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 10:35:11,NULL,NULL,1,NULL,9158904356213956093,NULL,2020-11-23 10:48:12,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,10.00,0.00,10.00,10.00,10.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904284513953731,NULL,NULL,176103a5-88d9-4a1a-95b4-d011ebc0f732,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164003,9158904498813959640,2000164003,9158904509913959791,9158904517813960045,9158904517813960045,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 11:12:51,NULL,NULL,NULL,NULL,9158904494913959640,NULL,2020-11-23 11:12:53,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904490913959640,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164028,9158905492513996433,2000164029,9158905510613996532,9158905526513996800,9158905526513996800,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 14:00:50,NULL,NULL,1,NULL,9158905498513996433,NULL,2020-11-23 14:00:58,No,9153817101813286625,SSP,9157883031613995002,Contact Center,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158905494513996433,NULL,NULL,61dfb879-dba6-4ca9-bb7b-1694c7ed6f80,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164031,9158905556313000787,2000164033,9158905566813001552,9158905571913002621,9158905571913002621,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 14:09:05,NULL,NULL,NULL,NULL,9158905553413000787,NULL,2020-11-23 14:09:07,No,9153817101813286625,SSP,9157883031613995002,Contact Center,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158905559313000787,NULL,NULL,afc69841-c157-4d42-a596-62b22f47a330,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163976,9158904219413939938,2000163976,9158904210013940464,9158906523013081713,9158906523013081713,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 17:09:13,NULL,NULL,1,NULL,9158906505013081454,NULL,2020-11-23 17:09:21,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904211513939938,NULL,NULL,030a03a5-06b9-4d2c-9950-b4f1a715e59b,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163976,9158904219413939938,2000164068,9158906909013102123,9158906908213102465,9158906908213102465,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 18:03:32,NULL,NULL,NULL,NULL,9158906890413091813,NULL,2020-11-23 18:03:39,No,9148223396313661753,Order Entry,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904211513939938,NULL,NULL,6e643d18-7715-4d94-9dab-cc219881e04f,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164190,9159027466213444199,2000164179,9159027493613444219,9159027493513444571,9159027493513444571,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 16:50:07,NULL,NULL,NULL,NULL,9159027462313444199,NULL,2020-12-07 16:50:17,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027468213444199,NULL,NULL,2c14b840-2fd9-49b4-93e8-4717b657aa0f,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164191,9159027540513447849,2000164180,9159027575613447953,9159027585013448204,9159027585013448204,9132857804713527197,6#646464$Disconnected,NULL,NULL,9145846203913115265,Consumer,2020-12-07 17:04:05,2020-12-07 17:05:04,NULL,NULL,NULL,9159027580713448756,NULL,NULL,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027542513447849,NULL,NULL,NULL,6610000000,VF Blue PAYG,Liquidation,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163934,9158904100713910434,2000163932,9158904111113911553,9158904110413912486,9158904110413912486,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:06:58,NULL,NULL,NULL,NULL,9158904109913910438,NULL,2020-11-23 10:07:03,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904102713910434,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163940,9158904129313916579,2000163940,9158904130313917351,9158904141013920624,9158904141013920624,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:10:49,NULL,NULL,NULL,NULL,9158904120513916579,NULL,2020-11-23 10:10:55,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904124413916579,NULL,NULL,bd2663ca-608d-44a5-9c9f-e7d93f72f600,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163991,9158904222313942614,2000163991,9158904228413943386,9158904232313945356,9158904232313945356,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:26:26,NULL,NULL,NULL,NULL,9158904243713948415,NULL,2020-11-23 10:27:21,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904224313942614,NULL,NULL,7780e85d-8114-42fa-92cd-794c6c0c1e9f,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163992,9158904222613942614,2000163992,9158904224813943488,9158904233213946272,9158904233213946272,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:26:40,NULL,NULL,NULL,NULL,9158904243913949336,NULL,2020-11-23 10:27:35,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904225613942614,NULL,NULL,b898a481-c1ff-4fcd-9f5e-bb993c29f262,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164005,9158904548813962621,2000164006,9158904563513963402,9158904563813963630,9158904563813963630,9132857804713527197,6#646464$Disconnected,NULL,NULL,9145846203913115265,Consumer,2020-11-23 11:21:32,2020-11-23 11:23:39,NULL,NULL,NULL,9158904576513964560,NULL,2020-11-23 11:23:44,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904540913962621,NULL,NULL,a6c2c202-1b0d-455b-bfc1-cc3826a182d1,6610000001,VF Red - S Subscription,Fraud,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164007,9158904575213964560,2000164007,9158904575613964797,9158904586613965539,9158904586613965539,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 11:24:37,NULL,NULL,1,NULL,9158904572313964560,NULL,2020-11-23 11:24:41,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904577213964560,NULL,NULL,2b5ad34a-3ce8-46fd-92cd-724883382fae,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164009,9158904716913970611,2000164010,9158904753013970916,9158904754313971170,9158904754313971170,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 11:56:01,NULL,NULL,NULL,NULL,9158904746613970700,NULL,2020-11-23 11:56:04,No,9148223396313661753,Order Entry,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904718913970611,NULL,NULL,4983b3b0-dbea-4de9-88d6-d33d0b8608a6,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164009,9158904716913970611,2000164014,9158905191413980359,9158905201913980606,9158905201913980606,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 13:07:46,NULL,NULL,1,NULL,9158905145113980258,NULL,2020-11-23 13:07:54,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904718913970611,NULL,NULL,785f5763-c6b7-45ca-9283-6b3bd6d4a9ff,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
