customer_ref,account_num,adjustment_id,adjustment_seq,adjustment_dat,adjustment_type_id,adjustment_type_value,adjustment_txt,adjustment_net_mny,created_dtm,dispute_seq,adjustment_status_id,adjustment_status_value,budget_centre_seq,bill_seq,cps_id,cps_name,geneva_user_ora,approved_dtm,outcome_desc,receivable_class_id,receivable_class_name,adjustment_debt_mny,adjustment_tax_mny,linked_writeoff_payment_seq,billtimecharge_created_adj_boo,bill_dtm,actual_bill_dtm,bill_version,extraction_timestamp,date,history_date
1000164933,2000164625,NULL,10,2020-11-17 00:00:00,10002,NULL,er,40000,2020-11-17 01:21:40,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,11,2020-11-17 00:00:00,10002,NULL,er,40000,2020-11-17 01:22:53,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,14,2020-11-17 00:00:00,10002,NULL,33,230000,2020-11-17 01:30:21,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,24,2020-11-17 00:00:00,10002,NULL,we,40000,2020-11-17 10:12:19,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,1,2020-11-13 00:00:00,10002,NULL,1,20000,2020-11-13 15:40:06,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 17:53:58,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,5,2020-11-13 00:00:00,10002,NULL,3,30000,2020-11-13 18:44:28,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 18:44:32,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,2,2020-11-19 00:00:00,10002,NULL,swa,30000,2020-11-19 11:42:05,NULL,4,Rejected.,NULL,NULL,10003,Oman,ECAUSER,NULL,d,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,10,2020-11-05 00:00:00,10002,NULL,auto,10000,2020-11-05 15:32:51,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:32:53,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,13,2020-11-05 00:00:00,10002,NULL,qqqqqqqqqqqqq,10000,2020-11-05 15:46:35,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:47:45,w,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,15,2020-11-05 00:00:00,10002,NULL,qqqqqqqqq,10000,2020-11-05 18:11:08,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163930,2000163929,NULL,2,2020-11-23 00:00:00,10002,NULL,test,110000,2020-11-23 10:22:45,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,9,2020-11-23 00:00:00,10002,NULL,ewr,210000,2020-11-23 10:39:00,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:39:02,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,NULL,2,2020-11-23 00:00:00,10002,NULL,еуые,110000,2020-11-23 12:17:46,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,5,2020-11-23 00:00:00,10001,NULL,Automatically approved,250,2020-11-23 11:19:13,4,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-23 11:19:41,Automatically approved,10001,Default,-250,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,9,2020-11-23 00:00:00,10001,NULL,Automatically approved,50,2020-11-23 11:26:56,8,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-23 11:27:24,Automatically approved,10001,Default,-50,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,13,2020-12-02 00:00:00,10001,NULL,Automatically approved,70,2020-12-02 11:09:00,11,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 11:10:46,Automatically approved,10001,Default,70,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164000,2000163998,NULL,2,2020-11-04 00:00:00,10001,NULL,Automatically approved,120000,2020-11-04 13:16:57,2,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-04 13:17:26,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,4,2020-11-06 00:00:00,10002,NULL,3,10000,2020-11-06 11:54:49,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-09 14:26:35,12,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,6,2020-11-17 00:00:00,10002,NULL,f,10000,2020-11-17 00:32:18,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,8,2020-11-17 00:00:00,10002,NULL,f,10000,2020-11-17 00:37:06,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,21,2020-11-17 00:00:00,10002,NULL,45,50000,2020-11-17 01:43:29,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-17 01:43:30,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,23,2020-11-17 00:00:00,10002,NULL,2,12100,2020-11-17 03:22:00,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-17 03:22:03,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,4,2020-11-13 00:00:00,10002,NULL,4,40000,2020-11-13 15:40:38,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 17:47:24,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,1,2020-11-19 00:00:00,10002,NULL,swa,30000,2020-11-19 11:40:01,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,3,2020-11-19 00:00:00,10002,NULL,saa,10000,2020-11-19 16:57:12,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,7,2020-11-23 00:00:00,10001,NULL,ok,12230,2020-11-23 20:52:41,1,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-23 20:53:26,kkk,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,2,2020-11-05 00:00:00,10001,NULL,Automatically approved,50,2020-11-05 12:39:11,2,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-05 12:41:20,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,5,2020-11-05 00:00:00,10001,NULL,Automatically approved,50,2020-11-05 13:47:56,8,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-05 13:49:00,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,11,2020-11-05 00:00:00,10002,NULL,DEBUG,10000,2020-11-05 15:43:59,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:44:08,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,16,2020-11-05 00:00:00,10002,NULL,f,30000,2020-11-05 21:03:46,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,17,2020-11-05 00:00:00,10003,NULL,d,-30000,2020-11-05 21:04:20,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,NULL,1,2020-11-04 00:00:00,10002,NULL,TA adjustment,100000,2020-11-04 09:25:44,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163930,2000163929,NULL,1,2020-11-23 00:00:00,10002,NULL,test,100000,2020-11-23 10:21:40,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:22:27,sdfsf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,3,2020-11-23 00:00:00,10003,NULL,wrwr,100000,2020-11-23 10:34:45,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:35:17,aerwer,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,6,2020-11-23 00:00:00,10002,NULL,were,150000,2020-11-23 10:36:48,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:36:49,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,4,2020-11-23 00:00:00,10001,NULL,Automatically approved,100,2020-11-23 11:16:02,1,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-23 11:16:39,Automatically approved,10001,Default,-100,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,7,2020-11-23 00:00:00,10001,NULL,Automatically approved,80,2020-11-23 11:22:23,6,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-23 11:23:16,Automatically approved,10001,Default,-80,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,11,2020-12-02 00:00:00,10001,NULL,Automatically approved,100000,2020-12-02 14:01:00,9,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-23 14:02:28,Automatically approved,10001,Default,100000,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,12,2020-12-02 00:00:00,10001,NULL,Automatically approved,300,2020-12-02 11:09:00,12,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 11:10:45,Automatically approved,10001,Default,300,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164000,2000163998,NULL,1,2020-11-04 00:00:00,10001,NULL,Automatically approved,12300,2020-11-04 13:05:35,1,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-04 13:06:21,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,3,2020-11-06 00:00:00,10002,NULL,3,10000,2020-11-06 11:53:45,NULL,4,Rejected.,NULL,NULL,10003,Oman,ECAUSER,NULL,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164715,2000164388,NULL,1,2020-11-11 00:00:00,10002,NULL,3,320000,2020-11-11 13:08:32,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,1,2020-11-16 00:00:00,10002,NULL,e,80000,2020-11-16 18:14:08,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,7,2020-11-17 00:00:00,10002,NULL,f,10000,2020-11-17 00:34:57,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,9,2020-11-17 00:00:00,10002,NULL,er,40000,2020-11-17 01:13:42,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,12,2020-11-17 00:00:00,10002,NULL,ww,41000,2020-11-17 01:23:45,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,15,2020-11-17 00:00:00,10002,NULL,ww,20000,2020-11-17 01:30:40,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,17,2020-11-17 00:00:00,10002,NULL,zzzzzzzzzzz,40000,2020-11-17 01:31:36,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,2,2020-11-13 00:00:00,10002,NULL,2,20000,2020-11-13 15:40:14,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 17:47:39,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,5,2020-11-19 00:00:00,10002,NULL,recsddfgcc,140000,2020-11-19 19:45:58,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-19 21:40:08,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,1,2020-11-05 00:00:00,10001,NULL,Automatically approved,50,2020-11-05 12:23:51,1,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-05 12:34:41,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,6,2020-11-05 00:00:00,10002,NULL,without trashold,10000,2020-11-05 14:36:54,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:31:10,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,12,2020-11-05 00:00:00,10002,NULL,without role + debug,10000,2020-11-05 15:44:56,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:46:16,asd,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,18,2020-11-05 00:00:00,10002,NULL,SDF,10000,2020-11-05 21:38:56,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163951,2000163950,NULL,3,2021-01-02 00:00:00,10001,NULL,Automatically approved,12000,2021-01-02 11:33:00,1,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 11:33:41,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,1,2020-11-23 00:00:00,10002,NULL,test,10000,2020-11-23 10:51:53,NULL,3,Approved.,NULL,1,10003,Oman,ECAUSER,2020-11-23 10:51:55,Automatically approved,10001,Default,-10000,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,2,2020-11-23 00:00:00,10002,NULL,ччмчсм,110000,2020-11-23 11:04:21,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,10,2020-11-23 00:00:00,10001,NULL,Automatically approved,100,2020-11-23 11:26:56,7,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-23 11:27:24,Automatically approved,10001,Default,-100,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 12:22:23,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,NULL,1,2020-12-03 00:00:00,10001,NULL,Automatically approved,100000,2020-12-03 14:18:00,1,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 14:18:51,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,NULL,1,2020-11-23 00:00:00,10002,NULL,Compensation,1000000,2020-11-23 11:26:37,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 11:26:39,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164259,2000164258,NULL,1,2020-11-06 00:00:00,10002,NULL,1,10000,2020-11-06 11:13:37,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,2,2020-11-06 00:00:00,10002,NULL,2,110000,2020-11-06 11:37:20,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-12 18:23:36,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,5,2020-11-06 00:00:00,10002,NULL,5,10000,2020-11-06 15:07:40,NULL,2,Cancelled.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,6,2020-11-06 00:00:00,10002,NULL,2,10000,2020-11-06 15:08:05,NULL,2,Cancelled.,NULL,NULL,10003,Oman,ECAUSER,2020-11-06 15:15:21,12,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164442,2000164285,NULL,2,2020-11-09 00:00:00,10002,NULL,2,20000,2020-11-09 16:56:19,NULL,2,Cancelled.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164715,2000164388,NULL,2,2020-11-11 00:00:00,10001,NULL,okk,300,2020-11-11 12:53:20,3,3,Approved.,NULL,1,NULL,NULL,ECAUSER,2020-11-11 14:55:15,kkk,10001,Default,-300,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 13:31:04,1,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164924,2000164605,NULL,1,2020-11-11 00:00:00,10002,NULL,TA adjustment,100000,2020-11-11 21:26:54,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
