customer_ref,account_num,domain_id,bill_seq,bill_version,customer_category_id,customer_category_value,revenue_start_dat,revenue_end_dat,revenue_feed_id,revenue_charge_type_id,revenue_charge_type_value,bill_revenue_feed_seq,invoiced_charge_boo,created_dtm,bill_dtm,actual_bill_dtm,tax_inclusive_charge_mny,re_calculated_charge_mny,re_engineered_chrg_grp_seq,revenue_code_id,revenue_code_value,source_class_id,source_class_value,invoice_number_id,adjustment_reason,cost,transaction_count,internal_cost_mny,external_cost_mny,competitor_cost_mny,extraction_timestamp,date,history_date
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,8,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,70,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-10 00:00:00,2020-12-10 00:00:00,-1,1,Normal charge,9,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,400000008,400000008,10001,NULL,NULL,NULL,NULL,500,2,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,5,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,600,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,-1,1,Normal charge,1,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,100000001,100000001,10001,NULL,NULL,NULL,NULL,100000,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-10 00:00:00,2021-01-10 00:00:00,-1,1,Normal charge,5,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000004,400000004,10001,NULL,NULL,NULL,NULL,100,2,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10001,1,Normal charge,5,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000005,400000005,12,Event (Before Discounts),NULL,NULL,300,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-01 00:00:00,10001,1,Normal charge,9,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,700000001,700000001,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,10,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,2,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,4,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,200,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,5,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,900,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-01 00:00:00,10002,1,Normal charge,9,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-10 00:00:00,2021-02-19 00:00:00,-1,1,Normal charge,7,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000006,400000006,10001,NULL,NULL,NULL,NULL,960,12,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-03-01 00:00:00,2021-03-31 00:00:00,10001,1,Normal charge,11,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10002,1,Normal charge,2,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,600,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10002,1,Normal charge,4,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,1200,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-03-01 00:00:00,2021-03-31 00:00:00,10002,1,Normal charge,10,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,-1,1,Normal charge,1,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,100000001,100000001,10001,NULL,NULL,NULL,NULL,26666,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,3,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,200000039,200000039,10001,NULL,NULL,NULL,NULL,100000,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,4,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000001,400000001,10001,NULL,NULL,NULL,NULL,-100,3,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,7,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000004,400000004,10001,NULL,NULL,NULL,NULL,50,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,3,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000003,400000003,12,Event (Before Discounts),NULL,NULL,70,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10001,1,Normal charge,9,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,500000002,500000002,2,Standalone Adjustment,NULL,test,-10000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10001,1,Normal charge,14,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000006,400000006,5,Event Dispute Adjustment,NULL,Automatically approved,-80,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,17,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,26666,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-01 00:00:00,10001,1,Normal charge,19,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,700000001,700000001,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,20,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,4,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,13,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,26666,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,5,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000002,400000002,10001,NULL,NULL,NULL,NULL,50,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,7,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000004,400000004,10001,NULL,NULL,NULL,NULL,50,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,2,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000002,400000002,12,Event (Before Discounts),NULL,NULL,50,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-24 00:00:00,2020-11-24 00:00:00,10001,1,Normal charge,12,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,200000039,200000039,34,One-time Charge,NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,14,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,14,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,341648300,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,3,T,2020-12-01 12:09:09,2020-12-01 00:00:00,2020-12-01 12:09:09,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,341648300,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,1,T,2020-12-01 12:09:09,2020-12-01 00:00:00,2020-12-01 12:09:09,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,341648300,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,4,T,2020-12-01 12:09:09,2020-12-01 00:00:00,2020-12-01 12:09:09,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,341648300,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-01 00:00:00,10001,1,Normal charge,3,T,2021-01-01 12:13:17,2021-01-01 00:00:00,2021-01-01 12:13:17,NULL,NULL,NULL,700000001,700000001,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,341648300,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,5,T,2021-01-01 12:13:17,2021-01-01 00:00:00,2021-01-01 12:13:17,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,695166264,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10001,1,Normal charge,1,T,2020-12-01 10:52:47,2020-12-01 00:00:00,2020-12-01 10:52:47,NULL,NULL,NULL,-1,Undefined,34,One-time Charge,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,695166264,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,2,T,2020-12-01 10:52:47,2020-12-01 00:00:00,2020-12-01 10:52:47,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,695166264,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,3,T,2020-12-01 10:52:47,2020-12-01 00:00:00,2020-12-01 10:52:47,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,26666,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,695166264,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,5,T,2020-12-01 10:52:47,2020-12-01 00:00:00,2020-12-01 10:52:47,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,-1,1,Normal charge,1,T,2020-12-01 11:18:06,2020-12-01 00:00:00,2020-12-01 11:18:06,NULL,NULL,NULL,100000001,100000001,10001,NULL,NULL,NULL,NULL,26666,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,3,T,2020-12-01 11:18:06,2020-12-01 00:00:00,2020-12-01 11:18:06,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,6,T,2020-12-01 11:18:06,2020-12-01 00:00:00,2020-12-01 11:18:06,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,3,T,2020-12-01 11:18:06,2020-12-01 00:00:00,2020-12-01 11:18:06,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,26666,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,5,T,2020-12-01 11:18:06,2020-12-01 00:00:00,2020-12-01 11:18:06,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-01 00:00:00,10002,1,Normal charge,1,T,2021-01-01 11:31:18,2021-01-01 00:00:00,2021-01-01 11:31:18,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164004,2000164004,871324315,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,3,T,2021-01-01 11:31:18,2021-01-01 00:00:00,2021-01-01 11:31:18,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164011,2000164011,235286566,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,3,T,2020-12-01 11:58:47,2020-12-01 00:00:00,2020-12-01 11:58:47,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
