customer_ref,account_num,subs_id,charge_seq,charge_number,bill_seq,bill_dtm,actual_bill_dtm,bill_version,domain_id,bpi_id,productoffering_id,productoffering_name,tariff_plan_id,tariff_plan_name,customer_category_id,customer_category_value,product_id,charge_start_dat,charge_end_dat,charge_cost_mny,charge_type_id,charge_type_value,charge_sub_type_id,charge_sub_type_value,tariff_id,revenue_code_id,revenue_code_value,cps_id,cps_name,taxcode_id,taxcode_value,percentage_pct,product_quantity,product_age,bpc_status_id,bpc_status_value,created_dtm,anchor_dat,tariff_version,receivable_class_id,receivable_class_name,in_advance_boo,budget_centre_seq,package_seq,package_id,product_package_instance,parent_product_seq,additions_quantity,terminations_quantity,package_basic_tariff_id,package_basic_cost_mny,package_disc_rev_code_id,pre_override_cost_mny,override_rev_code_id,early_term_mult_cost_mny,early_term_mult_rev_code_id,contract_ref,contract_term,contract_term_units,product_attr_1,product_attr_2,product_attr_3,product_attr_4,product_attr_5,product_attr_6,override_number,override_mod_type_id,override_mod_type_value,age_dependent_price_id,adp_from_number,adp_to_number,adp_period_units,pre_adp_cost_mny,adp_recur_disc_rev_code_id,full_period_cost_mny,charge_start_dtm,charge_end_dtm,activation_rule,suspension_rule,reactivation_rule,termination_rule,rev_recognition_class_id,charge_source,contract_start_dat,contract_type_id,tax_rate_pct,tax_rate_mny,tax_rate_currency_code,cog_member_qty,accumulated_points,redeemed_points,pre_loyalty_cost_mny,price_attr_1,price_attr_2,price_attr_3,price_attr_4,price_attr_5,price_attr_6,split_charge_amount_mny,pre_split_full_period_cost_mny,split_charge_source,actual_charge_start_dat,actual_charge_end_dat,extraction_timestamp,date,history_date
1000164715,2000164388,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 13:31:04,1,805856667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-11 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 13:31:04,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,NULL,1,1,1,2020-11-26 00:00:00,2020-11-26 09:25:22,1,150722160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-04 00:00:00,2020-11-25 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-11-26 09:25:22,2020-12-26 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163952,2000163951,NULL,2,1,2,2021-01-01 00:00:00,2021-01-01 18:26:47,1,76063392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2021-01-01 00:00:00,2021-01-31 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,1,1,Active.,2021-01-01 18:26:47,2021-02-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,NULL,2,1,2,2021-01-01 00:00:00,2021-01-01 12:13:17,1,341648300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-12-01 00:00:00,2020-12-05 00:00:00,0,2,Periodic.,202,Suspended recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,2,Implied active.,2021-01-01 12:13:17,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164183,2000164186,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 18:11:25,1,478434863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-05 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 18:11:25,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164187,2000164189,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 18:11:12,1,741579895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-05 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 18:11:12,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165538,2000165361,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 16:00:16,1,866652417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-23 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 16:00:16,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,NULL,1,1,1,2020-11-26 00:00:00,2020-12-16 11:03:46,1,281107820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-05 00:00:00,2020-11-25 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-16 11:03:46,2020-12-26 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163929,2000164000,NULL,2,1,2,2021-01-01 00:00:00,2021-01-01 11:04:05,1,695166264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2021-01-01 00:00:00,2021-01-31 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,1,1,Active.,2021-01-01 11:04:05,2021-02-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164011,2000164011,NULL,2,1,2,2021-01-01 00:00:00,2021-01-01 12:31:25,1,235286566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2021-01-01 00:00:00,2021-01-31 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,1,1,Active.,2021-01-01 12:31:25,2021-02-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164094,2000164109,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 22:19:11,1,153392655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-04 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 22:19:11,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164108,2000164128,NULL,1,1,1,2021-01-01 00:00:00,2021-01-01 10:21:08,1,155457955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-12-06 00:00:00,2020-12-31 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2021-01-01 10:21:08,2021-02-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000165515,2000165339,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 15:31:59,1,300070231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-23 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 15:31:59,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,NULL,1,1,1,2020-11-26 00:00:00,2020-11-26 09:26:54,1,827452441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-04 00:00:00,2020-11-25 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-11-26 09:26:54,2020-12-26 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164012,2000164012,NULL,2,1,2,2021-01-01 00:00:00,2021-01-01 12:42:33,1,310116340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2021-01-01 00:00:00,2021-01-31 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,1,1,Active.,2021-01-01 12:42:33,2021-02-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164038,2000164038,NULL,1,1,1,2020-12-01 00:00:00,2020-12-01 14:36:17,1,833922644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2020-11-23 00:00:00,2020-11-30 00:00:00,0,2,Periodic.,201,Standard recurring.,78,100000037,100000037,10003,Oman,10001,NULL,10000,1,0,1,Active.,2020-12-01 14:36:17,2021-01-01 00:00:00,1,10001,Default,T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
