customer_ref,account_num,bill_seq,bill_dtm,bill_type_id,bill_type_value,balance_fwd_mny,invoice_net_mny,invoice_tax_mny,payments_mny,failed_payments_mny,adjustments_mny,refunds_mny,balance_out_mny,ebd_email_status,points_fwd,points_earned,points_adjusted,points_redeemed,points_out,trans_billed_to_dtm,event_billed_to_dtm,tax_point_dat,outstanding_debt_mny,chase_debt_mny,current_dispute_mny,modification_days,credit_adj_billed_to_dtm,debit_adj_billed_to_dtm,loyalty_trans_billed_to_dtm,event_seq,info_invoice_mny,info_currency_code_id,info_currency_value,statement_boo,bill_settled_boo,event_archive_status_id,event_archive_status_value,invoice_num,actual_bill_dtm,start_of_bill_dtm,bill_version,bill_status_id,bill_status_value,cancellation_request_dat,cancellation_dtm,replaces_invoice_num,billed_with_bill_seq,cancelled_reason_txt,archive_dat,invoice_num_status_id,invoice_num_status_value,invoice_register_id,charge_seq,debt_start_dat,payment_due_dat,bill_handling_code_id,bill_handling_code_value,ocr_num,bill_settled_dtm,event_masked_boo,bill_label,event_del_no_archive_boo,min_billed_event_dtm,max_billed_event_dtm,min_rerated_event_dtm,max_rerated_event_dtm,discounted_rerating_boo,domain_id,ust_currency_code,collection_notify_boo,adfg_processed_dtm,billing_offer_id,otc_mny,otc_billed_to_dtm,override_bill_dtm,late_fee_mny,deferred_charges_tot,overwritten_def_charge_tot,settleup_charges_tot,oefr_created_boo,pa_dp_invoice_bill_mny,pa_fed_invoice_due_mny,pa_fed_invoice_bill_mny,pa_payment_mny,points_expired,fde_extract_id,ust_linesandlocs_detail_level,ust_linesandlocs_billed_to_dat,ust_maxtax_transaction_status,extraction_timestamp,date,history_date
1000163997,2000163996,1,2020-12-01 00:00:00,1,Periodic,0,0,0,100000,0,0,0,-100000,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,0,NULL,0,0,2020-12-01 12:09:09,2020-12-01 12:09:09,2020-12-01 12:09:09,1,0,OMR,NULL,T,F,NULL,NULL,VFO0000023,2020-12-01 12:09:09,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,341648300,NULL,F,NULL,NULL,0,2020-12-01 12:09:09,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163997,2000163996,2,2021-01-01 00:00:00,1,Periodic,-100000,183870,0,0,0,0,0,83870,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,183870,NULL,0,0,2021-01-01 12:13:17,2021-01-01 12:13:17,2021-01-01 12:13:17,2,183870,OMR,NULL,T,F,NULL,NULL,VFO0000024,2021-01-01 12:13:17,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,341648300,NULL,F,NULL,NULL,0,2021-01-01 12:13:17,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,2,2021-01-01 00:00:00,1,Periodic,26666,100000,0,0,0,0,0,126666,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,100000,NULL,0,0,2021-01-01 11:04:05,2021-01-01 11:04:05,2021-01-01 11:04:05,2,100000,OMR,NULL,T,F,NULL,NULL,VFO0000002,2021-01-01 11:04:05,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,695166264,NULL,F,NULL,NULL,0,2021-01-01 11:04:05,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164018,2000164018,1,2020-12-01 00:00:00,1,Periodic,0,126666,0,100000,0,0,0,26666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,126666,NULL,0,0,2020-12-01 13:28:36,2020-12-01 13:28:36,2020-12-01 13:28:36,1,126666,OMR,NULL,T,F,NULL,NULL,VFO0000013,2020-12-01 13:28:36,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,840884227,NULL,F,NULL,NULL,0,2020-12-01 13:28:36,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164091,2000164106,1,2020-12-01 00:00:00,1,Periodic,0,380000,0,200000,0,0,0,180000,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,380000,NULL,0,0,2020-12-01 22:20:25,2020-12-01 22:20:25,2020-12-01 22:20:25,1,380000,OMR,NULL,T,F,NULL,NULL,VFO0000006,2020-12-01 22:20:25,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,887904974,NULL,F,NULL,NULL,0,2020-12-01 22:20:25,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164183,2000164186,1,2020-12-01 00:00:00,1,Periodic,0,373332,0,200000,0,0,0,173332,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,373332,NULL,0,0,2020-12-01 18:11:25,2020-12-01 18:11:25,2020-12-01 18:11:25,1,373332,OMR,NULL,T,F,NULL,NULL,VFO0000010,2020-12-01 18:11:25,2020-11-05 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,478434863,NULL,F,NULL,NULL,0,2020-12-01 18:11:25,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164715,2000164388,1,2020-12-01 00:00:00,1,Periodic,0,267366,0,0,0,350,0,267366,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,267366,NULL,0,0,2020-12-01 13:31:04,2020-12-01 13:31:04,2020-12-01 13:31:04,1,267366,OMR,NULL,T,F,NULL,NULL,VFO0000014,2020-12-01 13:31:04,2020-11-11 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-11 15:58:44,2020-11-11 22:55:44,NULL,NULL,F,805856667,NULL,F,NULL,NULL,100000,2020-12-01 13:31:04,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165538,2000165361,1,2020-12-01 00:00:00,1,Periodic,0,168666,0,100000,0,0,0,68666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,168666,NULL,0,0,2020-12-01 16:00:16,2020-12-01 16:00:16,2020-12-01 16:00:16,1,168666,OMR,NULL,T,F,NULL,NULL,VFO0000016,2020-12-01 16:00:16,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-23 16:59:29,2020-11-23 16:59:51,NULL,NULL,F,866652417,NULL,F,NULL,NULL,0,2020-12-01 16:00:16,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164004,2000164004,2,2021-01-01 00:00:00,1,Periodic,26666,100000,0,0,0,0,0,126666,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,100000,NULL,0,0,2021-01-01 11:31:18,2021-01-01 11:31:18,2021-01-01 11:31:18,2,100000,OMR,NULL,T,F,NULL,NULL,VFO0000004,2021-01-01 11:31:18,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,871324315,NULL,F,NULL,NULL,0,2021-01-01 11:31:18,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164018,2000164018,2,2020-12-06 00:00:00,4,Termination,26666,-87097,0,0,0,0,0,-60431,NULL,0,0,0,0,0,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,-87097,NULL,0,0,2020-12-06 17:08:17,2020-12-06 17:08:17,2020-12-06 17:08:17,2,-87097,OMR,NULL,T,F,NULL,NULL,VFO0000020,2020-12-06 17:08:17,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-06 00:00:00,2,Invoice number allocated.,10001,2.0,2020-12-06 00:00:00,2021-01-05 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,840884227,NULL,F,NULL,NULL,0,2020-12-06 17:08:17,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164069,2000164067,1,2020-12-01 00:00:00,1,Periodic,0,235900,0,0,0,0,0,235900,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,235900,NULL,0,0,2020-12-01 23:59:59,2020-12-01 23:59:59,2020-12-01 23:59:59,1,235900,OMR,NULL,T,F,NULL,NULL,VFO0000005,2020-12-16 14:07:11,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-04 14:58:27,2020-11-04 14:58:27,NULL,NULL,F,867415799,NULL,F,NULL,NULL,0,2020-12-01 23:59:59,2020-12-02 00:00:00,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168390,2000167993,1,2020-12-01 00:00:00,1,Periodic,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,2020-11-04 08:48:35,2020-11-04 08:32:29,2020-12-01 00:00:00,0,NULL,0,0,1970-01-01 00:00:00,1970-01-01 00:00:00,1970-01-01 00:00:00,1,0,OMR,NULL,T,F,NULL,NULL,XXXXX,2020-11-04 08:48:35,2020-11-04 00:00:00,1,9,Suppressed.,NULL,NULL,NULL,NULL,NULL,2020-12-01 00:00:00,1,Awaiting invoice number.,10001,NULL,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,874988549,NULL,F,NULL,NULL,0,1970-01-01 00:00:00,2020-12-02 00:00:00,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163952,2000163951,2,2021-01-01 00:00:00,1,Periodic,27466,102100,0,27466,0,0,0,102100,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,102100,NULL,0,0,2021-01-01 18:26:47,2021-01-01 18:26:47,2021-01-01 18:26:47,2,102100,OMR,NULL,T,F,NULL,NULL,VFO0000017,2021-01-01 18:26:47,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-12-10 16:46:44,2020-12-10 23:53:44,NULL,NULL,F,76063392,NULL,F,NULL,NULL,0,2021-01-01 18:26:47,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,1,2020-12-01 00:00:00,1,Periodic,0,216636,0,100000,0,11080,0,116636,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,-227186,-217186.0,0,0,2020-12-01 12:22:23,2020-12-01 12:22:23,2020-12-01 12:22:23,1,216636,OMR,NULL,T,F,NULL,NULL,VFO0000006,2020-12-01 12:22:23,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-23 15:58:44,2020-11-23 22:55:44,NULL,NULL,F,364533619,NULL,F,NULL,NULL,100000,2020-12-01 12:22:23,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164012,2000164012,2,2021-01-01 00:00:00,1,Periodic,26666,100000,0,0,0,0,0,126666,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,100000,NULL,0,0,2021-01-01 12:42:33,2021-01-01 12:42:33,2021-01-01 12:42:33,2,100000,OMR,NULL,T,F,NULL,NULL,VFO0000009,2021-01-01 12:42:33,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,310116340,NULL,F,NULL,NULL,0,2021-01-01 12:42:33,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164015,2000164015,1,2020-12-01 00:00:00,1,Periodic,0,126666,0,100000,0,0,0,26666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,126666,NULL,0,0,2020-12-01 13:14:56,2020-12-01 13:14:56,2020-12-01 13:14:56,1,126666,OMR,NULL,T,F,NULL,NULL,VFO0000012,2020-12-01 13:14:56,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,618050621,NULL,F,NULL,NULL,0,2020-12-01 13:14:56,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
