customer_ref,account_num,subs_id,ocs_subscription_id,productoffering_id,productoffering_name,is_top_offer,productoffering_type_id,productoffering_type_value,event_type,bpi_mrc,bpi_discount_mrc,bpi_tax_mrc,bpi_total_mrc,recurrent_basic_total_discount,recurrent_basic_total_price,offer_price,event_dtm,transaction_id,result_message,result_code,ocs_charged_amount,remaining_balance,day_before_expire_date,expire_date,hour_number,history_date
1000163964,2000263958,9158818010000000025,436607000025,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000163965,2000263959,9158818010000000026,436607000026,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163966,2000263960,9158818010000000027,436607000027,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163967,2000263961,9158818010000000028,436607000028,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163968,2000263962,9158818010000000029,436607000029,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163969,2000263963,9158818010000000030,436607000030,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163970,2000263964,9158818010000000031,436607000031,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163971,2000263965,9158818010000000032,436607000032,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163972,2000263966,9158818010000000033,436607000033,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163973,2000263967,9158818010000000034,436607000034,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163974,2000263968,9158818010000000035,436607000035,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163975,2000263969,9158818010000000036,436607000036,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163976,2000263970,9158818010000000037,436607000037,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163977,2000263971,9158818010000000038,436607000038,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000163978,2000263972,9158818010000000039,436607000039,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163979,2000263973,9158818010000000040,436607000040,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163980,2000263974,9158818010000000041,436607000041,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163981,2000263975,9158818010000000042,436607000042,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163982,2000263976,9158818010000000043,436607000043,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163983,2000263977,9158818010000000044,436607000044,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163984,2000263978,9158818010000000045,436607000045,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163985,2000263979,9158818010000000046,436607000046,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163986,2000263980,9158818010000000047,436607000047,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163987,2000263981,9158818010000000048,436607000048,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163988,2000263982,9158818010000000049,436607000049,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163989,2000263983,9158818010000000050,436607000050,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163990,2000263984,9158818010000000051,436607000051,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000163991,2000263985,9158818010000000052,436607000052,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163992,2000263986,9158818010000000053,436607000053,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163993,2000263987,9158818010000000054,436607000054,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000163994,2000263988,9158818010000000055,436607000055,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163995,2000263989,9158818010000000056,436607000056,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163996,2000263990,9158818010000000057,436607000057,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000163997,2000263991,9158818010000000058,436607000058,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163998,2000263992,9158818010000000059,436607000059,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000163999,2000263993,9158818010000000060,436607000060,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164000,2000263994,9158818010000000061,436607000061,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164001,2000263995,9158818010000000062,436607000062,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164002,2000263996,9158818010000000063,436607000063,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164003,2000263997,9158818010000000064,436607000064,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000164004,2000263998,9158818010000000065,436607000065,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164005,2000263999,9158818010000000066,436607000066,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164006,2000264000,9158818010000000067,436607000067,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164007,2000264001,9158818010000000068,436607000068,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164008,2000264002,9158818010000000069,436607000069,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164009,2000264003,9158818010000000070,436607000070,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164010,2000264004,9158818010000000071,436607000071,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164011,2000264005,9158818010000000072,436607000072,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164012,2000264006,9158818010000000073,436607000073,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164013,2000264007,9158818010000000074,436607000074,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164014,2000264008,9158818010000000075,436607000075,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164015,2000264009,9158818010000000076,436607000076,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164016,2000264010,9158818010000000077,436607000077,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000164017,2000264011,9158818010000000078,436607000078,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164018,2000264012,9158818010000000079,436607000079,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164019,2000264013,9158818010000000080,436607000080,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164020,2000264014,9158818010000000081,436607000081,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164021,2000264015,9158818010000000082,436607000082,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164022,2000264016,9158818010000000083,436607000083,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164023,2000264017,9158818010000000084,436607000084,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164024,2000264018,9158818010000000085,436607000085,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164025,2000264019,9158818010000000086,436607000086,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164026,2000264020,9158818010000000087,436607000087,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164027,2000264021,9158818010000000088,436607000088,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200903000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164028,2000264022,9158818010000000089,436607000089,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164029,2000264023,9158818010000000090,436607000090,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,5,2020-09-09-00-00-00
1000164030,2000264024,9158818010000000091,436607000091,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164031,2000264025,9158818010000000092,436607000092,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164032,2000264026,9158818010000000093,436607000093,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164033,2000264027,9158818010000000094,436607000094,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164034,2000264028,9158818010000000095,436607000095,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164035,2000264029,9158818010000000096,436607000096,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,9,2020-09-09-00-00-00
1000164036,2000264030,9158818010000000097,436607000097,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164037,2000264031,9158818010000000098,436607000098,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164038,2000264032,9158818010000000099,436607000099,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164039,2000264033,9158818010000000100,436607000100,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,10,2020-09-09-00-00-00
1000164040,2000264034,9158818010000000101,436607000101,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,wio6663,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
1000164041,2000264035,9158818010000000102,436607000102,6400000002,Mobile Prepaid 1.5 GB,Yes,9125737315713245976,Product Offering,Outpayment,22.46,3.15,0.92,22.46,3.0,21.39,50,20200904000100,pi77pu8,All procedures executed successfully.,0,5,1000.0,NULL,NULL,8,2020-09-09-00-00-00
