customer_ref,customer_id,account_num,ocs_subscription_id,ocs_subscriber_id,billing_account_id,subs_id,bpi_id,subs_status_id,subs_status_value,billing_status_id,billing_status_value,actual_start_date,actual_end_date,location_id,sequence_number,otc_sequence_number,last_sales_order_id,shop_id,processed_when_date,is_inflight,initiating_system_id,initiating_system_value,distribution_channel_id,distribution_channel_value,bpi_discount_mrc,bpi_tax_mrc,bpi_total_mrc,bpi_mrc,recurrent_basic_total_discount,recurrent_basic_total_price,productoffering_template_id,productoffering_template_name,productoffering_id,productoffering_name,productoffering_weight,productoffering_bil_spec_id,productoffering_bil_spec_value,productoffering_type_id,productoffering_type_value,parent_id,status_change_reason,history_date,customer_category_id,customer_category_value,tariff_plan_id,tariff_plan_name,cash_balance_id,data_allowance,date,extraction_timestamp,sms_allowance,voice_allowance,external_id
1000163950,9157819000000000011,2000263944,AB000011,436607000011.0,9157000010000000011,9158818010000000011,9158818010000000011,9132857804713527193,Active,9141504170013676277,Active,2020-08-31 00:01:00,,,1,,9157818042413000011,,2020-08-31 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010011,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163951,9157819100000000012,2000263945,AB000012,436607000012.0,9157000010000000012,9158818010000000012,9158818010000000012,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000012,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010012,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163952,9157819200000000013,2000263946,AB000013,436607000013.0,9157000010000000013,9158818010000000013,9158818010000000013,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000013,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010013,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163953,9157819300000000014,2000263947,AB000014,436607000014.0,9157000010000000014,9158818010000000014,9158818010000000014,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000014,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010014,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163954,9157819400000000015,2000263948,AB000015,436607000015.0,9157000010000000015,9158818010000000015,9158818010000000015,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000015,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010015,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163955,9157819500000000016,2000263949,AB000016,436607000016.0,9157000010000000016,9158818010000000016,9158818010000000016,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000016,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010016,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163956,9157819600000000017,2000263950,AB000017,436607000017.0,9157000010000000017,9158818010000000017,9158818010000000017,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000017,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010017,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163957,9157819700000000018,2000263951,AB000018,436607000018.0,9157000010000000018,9158818010000000018,9158818010000000018,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000018,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010018,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163958,9157819800000000019,2000263952,AB000019,436607000019.0,9157000010000000019,9158818010000000019,9158818010000000019,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000019,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010019,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163959,9157819900000000020,2000263953,AB000020,436607000020.0,9157000010000000020,9158818010000000020,9158818010000000020,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000020,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010020,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163960,9157820000000000021,2000263954,AB000021,436607000021.0,9157000010000000021,9158818010000000021,9158818010000000021,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000021,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010021,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163961,9157820100000000022,2000263955,AB000022,436607000022.0,9157000010000000022,9158818010000000022,9158818010000000022,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000022,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010022,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163962,9157820200000000023,2000263956,AB000023,436607000023.0,9157000010000000023,9158818010000000023,9158818010000000023,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000023,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010023,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163963,9157820300000000024,2000263957,AB000024,436607000024.0,9157000010000000024,9158818010000000024,9158818010000000024,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000024,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010024,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163964,9157820400000000025,2000263958,AB000025,436607000025.0,9157000010000000025,9158818010000000025,9158818010000000025,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000025,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010025,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163965,9157820500000000026,2000263959,AB000026,436607000026.0,9157000010000000026,9158818010000000026,9158818010000000026,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000026,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010026,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163966,9157820600000000027,2000263960,AB000027,436607000027.0,9157000010000000027,9158818010000000027,9158818010000000027,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000027,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010027,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163967,9157820700000000028,2000263961,AB000028,436607000028.0,9157000010000000028,9158818010000000028,9158818010000000028,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000028,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010028,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163968,9157820800000000029,2000263962,AB000029,436607000029.0,9157000010000000029,9158818010000000029,9158818010000000029,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000029,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010029,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163969,9157820900000000030,2000263963,AB000030,436607000030.0,9157000010000000030,9158818010000000030,9158818010000000030,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000030,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010030,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163970,9157821000000000031,2000263964,AB000031,436607000031.0,9157000010000000031,9158818010000000031,9158818010000000031,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000031,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010031,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163971,9157821100000000032,2000263965,AB000032,436607000032.0,9157000010000000032,9158818010000000032,9158818010000000032,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000032,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010032,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163972,9157821200000000033,2000263966,AB000033,436607000033.0,9157000010000000033,9158818010000000033,9158818010000000033,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000033,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010033,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163973,9157821300000000034,2000263967,AB000034,436607000034.0,9157000010000000034,9158818010000000034,9158818010000000034,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000034,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010034,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163974,9157821400000000035,2000263968,AB000035,436607000035.0,9157000010000000035,9158818010000000035,9158818010000000035,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000035,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010035,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163975,9157821500000000036,2000263969,AB000036,436607000036.0,9157000010000000036,9158818010000000036,9158818010000000036,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000036,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010036,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163976,9157821600000000037,2000263970,AB000037,436607000037.0,9157000010000000037,9158818010000000037,9158818010000000037,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000037,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010037,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163977,9157821700000000038,2000263971,AB000038,436607000038.0,9157000010000000038,9158818010000000038,9158818010000000038,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000038,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010038,,9/9/2020,9145846203913115265,Consumer,6400000004,Mobile Prepaid 6 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163978,9157821800000000039,2000263972,AB000039,436607000039.0,9157000010000000039,9158818010000000039,9158818010000000039,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000039,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000002,Mobile Prepaid 1.5 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010039,,9/9/2020,9145846203913115265,Consumer,6400000002,Mobile Prepaid 1.5 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
1000163979,9157821900000000040,2000263973,AB000040,436607000040.0,9157000010000000040,9158818010000000040,9158818010000000040,9132857804713527193,Active,9141504170013676277,Active,2020-09-01 00:01:00,,,1,,9157818042413000040,,2020-09-01 00:01:00,No,9148223396313661755,Order Entry,9153174608013224018,Telesales,3.15,19.31,22.46,22.46,3.0,21.39,9156599352065809161,Mobile Prepaid Plan Template,6400000002,Mobile Prepaid 1.5 GB,3.0,9156599279465679872,Mobile Prepaid,9125737315713245976,Product Offering,9157818076520010040,,9/9/2020,9145846203913115265,Consumer,6400000002,Mobile Prepaid 1.5 GB,NULL,NULL,9/9/2020,9/9/2020,NULL,NULL,
