pn_name,pn_id,parent_range_id,parent_10k_range_id,parent_100k_range_id,parent_area_id,apply_category_def,associated_sim_iccid,auto_reservation_period_hours,sales_order_id,customer_id,disconnection_date,first_owner_id,first_owner_name,in_service_date,is_virtual_number,latency_period,latency_period_end_date,lock_date,logical_status_id,logical_status_value,phone_number,pn_pool_id,pn_pool_name,pn_type_id,pn_type_value,ported_in_from_id,ported_in_from_name,ported_out_to_id,ported_out_to_name,reservation_date,reserved_for_customer_account,vip_category_id,vip_category_name,extraction_timestamp,date,history_date
75110010,9158602776413908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110011,9158602777413908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172442,Silver,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110174,9158602780113908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602879013910085,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:20:16.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110184,9158602780213908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110068,9158602784013908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110189,9158602785213908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110201,9158602787313908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110062,9158602788913908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110093,9158602789213908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110043,9158602789713908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110009,9158602775413908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110013,9158602779413908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602841313908672,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:15:34.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110204,9158602780413908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110214,9158602780513908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602857813908600,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:15:45.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110135,9158602781713908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602875513909843,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:19:56.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110235,9158602781713908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110037,9158602783713908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110038,9158602784713908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110119,9158602785513908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110249,9158602785813908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110221,9158602787513908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110242,9158602788713908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110152,9158602788813908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602864813909143,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:17:50.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110183,9158602789113908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110103,9158602789313908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110023,9158602779513908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110146,9158602782813908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110237,9158602783713908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110247,9158602783813908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110108,9158602784413908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602895313911192,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:23:38.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110138,9158602784713908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110110,9158602786413908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110081,9158602787113908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110211,9158602787413908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110032,9158602788613908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110042,9158602788713908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110223,9158602789513908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110026,9158602772613908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110000,9158602776313908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651134013172400,Gold,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110084,9158602780213908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110175,9158602781113908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110195,9158602781313908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110076,9158602782113908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110246,9158602782813908425,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602898213910709,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:22:22.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110097,9158602783313908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110158,9158602784913908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110130,9158602786613908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110122,9158602788513908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110123,9158602789513908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110016,9158602772513908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110020,9158602776513908278,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,NULL,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110155,9158602781913908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602881813910360,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:21:29.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110088,9158602784213908324,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,9158603729113914118,9158603635113913700,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377979,Available,75110088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153651213713172442,Silver,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110048,9158602784813908224,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602887613910237,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:21:12.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
75110140,9158602786713908325,9156806932513867400,9156806935813867300,9156806934813867300,9156806933813867300,Yes,NULL,720,NULL,9158602929013911386,NULL,9155890975613404789,Operator,NULL,NULL,NULL,NULL,NULL,9144596250213377990,Reserved,75110140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-19 13:28:56.0,NULL,9153651213713172482,Regular,2020-11-03 12:04:59.0,2020-11-03,2020-11-03-12-04-59
