sim_id,warehouse_id,adm1,activation_state_value,activation_state_id,customer_account,iccid,imsi,imsi_rb,is_kitted,sim_card_logical_status_value,sim_card_logical_status_id,sim_manufacturer_id,item_model_id,physical_status_value,physical_status_id,sim_batch_id,extraction_timestamp,date,history_date
9158386261813998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862618139987660,386261813998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263113998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862631139987660,386263113998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263213998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862632139987660,386263213998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263213998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862632139988660,386263213998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263313998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862633139987660,386263313998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263613998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862636139987660,386263613998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386263813998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862638139987660,386263813998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386264513998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862645139987660,386264513998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386264813998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862648139987660,386264813998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265013998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862650139988660,386265013998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265113998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862651139988660,386265113998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265213998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862652139988660,386265213998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265313998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862653139988660,386265313998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265513998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862655139987660,386265513998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265613998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862656139987660,386265613998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386265813998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862658139987660,386265813998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386266113998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862661139988660,386266113998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386266313998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862663139988660,386266313998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386266413998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862664139987660,386266413998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386266713998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862667139987660,386266713998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386266813998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862668139987660,386266813998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386267213998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862672139988660,386267213998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386267313998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862673139987660,386267313998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386267313998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862673139988660,386267313998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386268013998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862680139988660,386268013998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386268113998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862681139987660,386268113998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386268313998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862683139987660,386268313998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386268913998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862689139987660,386268913998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386269013998766,9157973396413133300,NULL,NULL,NULL,NULL,91583862690139987660,386269013998766,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386269113998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862691139988660,386269113998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158386269313998866,9157973396413133300,NULL,NULL,NULL,NULL,91583862693139988660,386269313998866,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602730913907641,9147480535213897386,NULL,NULL,NULL,NULL,91586027309139076410,602730913907641,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602731013907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027310139077410,602731013907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602731113907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027311139077410,602731113907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602731313907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027313139077410,602731313907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602732213907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027322139077410,602732213907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602732313907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027323139077410,602732313907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602732613907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027326139077410,602732613907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602733013907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027330139077410,602733013907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602733913907641,9147480535213897386,NULL,NULL,NULL,NULL,91586027339139076410,602733913907641,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602734213907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027342139077410,602734213907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602735013907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027350139077410,602735013907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602735213907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027352139077410,602735213907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602735413907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027354139077410,602735413907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602736013907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027360139077410,602736013907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602736113907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027361139077410,602736113907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602736313907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027363139077410,602736313907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602736413907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027364139077410,602736413907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602737213907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027372139077410,602737213907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602738313907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027383139077410,602738313907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602738413907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027384139077410,602738413907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602738513907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027385139077410,602738513907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602739013907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027390139077410,602739013907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602739113907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027391139077410,602739113907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602739513907741,9147480535213897386,NULL,NULL,NULL,NULL,91586027395139077410,602739513907741,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602760813907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027608139079900,602760813907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761013907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027610139079900,602761013907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761013908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027610139080900,602761013908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761413908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027614139080900,602761413908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761513907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027615139079900,602761513907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761613907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027616139079900,602761613907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602761913907734,9147480535213897386,NULL,NULL,NULL,NULL,91586027619139077340,602761913907734,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762113907834,9147480535213897386,NULL,NULL,NULL,NULL,91586027621139078340,602762113907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762113907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027621139079900,602762113907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762213907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027622139079900,602762213907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762313908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027623139080900,602762313908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762413907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027624139079900,602762413907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762713907890,9154800278013547325,NULL,NULL,NULL,NULL,91586027627139078900,602762713907890,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602762913907990,9157973396413133300,NULL,NULL,NULL,NULL,91586027629139079900,602762913907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602763413908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027634139080900,602763413908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602763613908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027636139080900,602763613908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602763713907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027637139079900,602763713907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764013907834,9147480535213897386,NULL,NULL,NULL,NULL,91586027640139078340,602764013907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764013908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027640139080900,602764013908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764113907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027641139079900,602764113907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764113908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027641139080900,602764113908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764413908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027644139080900,602764413908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764613907734,9147480535213897386,NULL,NULL,NULL,NULL,91586027646139077340,602764613907734,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602764713907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027647139079900,602764713907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602765013907834,9147480535213897386,NULL,NULL,NULL,NULL,91586027650139078340,602765013907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602765213907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027652139079900,602765213907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602765213908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027652139080900,602765213908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602765513908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027655139080900,602765513908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602765713907890,9154800278013547325,NULL,NULL,NULL,NULL,91586027657139078900,602765713907890,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766113907834,9147480535213897386,NULL,NULL,NULL,NULL,91586027661139078340,602766113907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766213907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027662139079900,602766213907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766313907834,9154800278013547325,NULL,NULL,NULL,NULL,91586027663139078340,602766313907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766713907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027667139079900,602766713907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766813907890,9154800278013547325,NULL,NULL,NULL,NULL,91586027668139078900,602766813907890,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602766813907990,9157973396413133300,NULL,NULL,NULL,NULL,91586027668139079900,602766813907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767113907990,9154800278013547325,NULL,NULL,NULL,NULL,91586027671139079900,602767113907990,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767113908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027671139080900,602767113908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767313908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027673139080900,602767313908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767513907834,9154800278013547325,NULL,NULL,NULL,NULL,91586027675139078340,602767513907834,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767513908090,9157973396413133300,NULL,NULL,NULL,NULL,91586027675139080900,602767513908090,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767713907734,9147480535213897386,NULL,NULL,NULL,NULL,91586027677139077340,602767713907734,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767713907890,9154800278013547325,NULL,NULL,NULL,NULL,91586027677139078900,602767713907890,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
9158602767813907734,9147480535213897386,NULL,NULL,NULL,NULL,91586027678139077340,602767813907734,NULL,No,Available,9141687398113679751,NULL,9148563043913674855,Normal,9141616093313337422,NULL,2020-11-03 06:45:17.0,2020-11-03,2020-01-01-00-00-00
