customer_ref,account_num,domain_id,bill_seq,bill_version,revenue_start_dat,revenue_end_dat,revenue_feed_id,revenue_charge_type_id,revenue_charge_type_value,bill_revenue_feed_seq,invoiced_charge_boo,created_dtm,group_attr_1,group_attr_2,group_attr_3,group_attr_4,group_attr_5,group_attr_6,group_attr_7,group_attr_8,group_attr_9,group_attr_10,group_attr_11,group_attr_12,sum_attr_1_value,sum_attr_2_value,sum_attr_3_value,sum_attr_4_value,sum_attr_5_value,sum_attr_6_value,tax_inclusive_charge_mny,re_calculated_charge_mny,re_engineered_chrg_grp_seq,group_attr_13,group_attr_14,group_attr_15,group_attr_16,group_attr_17,group_attr_18,group_attr_19,group_attr_20,history_date
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,9,T,1-Jun-19,12,5.0,,1100501.0,17.0,7000030004.0,12.0,,,,,,129870,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,10,T,1-Jun-19,12,5.0,,1100501.0,4.0,7000030004.0,12.0,,,,,,129870,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,11,T,1-Jun-19,12,7.0,,1100201.0,2.0,7000030004.0,12.0,,,,,,30,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,12,T,1-Jun-19,12,7.0,,1100601.0,5.0,7000030004.0,12.0,,,,,,3000,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,13,T,1-Jun-19,6,1.0,,1000101.0,362.0,,6.0,Standard Voice Plan,Plan Charges,,,,8210,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,14,T,1-Jun-19,6,2.0,,-1.0,363.0,,6.0,Data 5 GB,Plan Charges,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,15,T,1-Jun-19,6,3.0,,-1.0,375.0,,6.0,International Roaming,Plan Charges,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,16,T,1-Jun-19,6,4.0,,1000101.0,364.0,,6.0,Voice,Plan Charges,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,17,T,1-Jun-19,6,5.0,,-1.0,376.0,,6.0,International Calls,Plan Charges,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,18,T,1-Jun-19,6,6.0,,1200101.0,368.0,,6.0,Universal Service Fee,Universal Service Fee,,,,10,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,6-May-19,31-May-19,1,1,Normal charge,19,T,1-Jun-19,6,7.0,,-1.0,365.0,,6.0,SMS,Plan Charges,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
100000024,1000000003,597284603,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,20,T,1-Jun-19,26,,,9900101.0,,,,,,,,,9730,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,13-May-19,31-May-19,-1,1,Normal charge,1,T,13-May-19,1000301,1.0,,,,,,,,,,,18260,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,13-May-19,9900101,1.0,,,,,,,,,,,1820,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,13-May-19,31-May-19,1,1,Normal charge,1,T,13-May-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,18260,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,13-May-19,26,,,9900101.0,,,,,,,,,1820,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000301,1.0,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1.0,,,,,,,,,,,2980,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,1-Jul-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,2,1,1-Jul-19,1-Jul-19,1,1,Normal charge,2,T,1-Jul-19,26,,,9900101.0,,,,,,,,,2980,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,10-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000401,1.0,,,,,,,,,,,6240,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,2,T,1-Aug-19,9900101,1.0,,,,,,,,,,,620,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,10-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,6240,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513085802,ACC_20190513085802,19227503,1,1,1-Aug-19,1-Aug-19,1,1,Normal charge,2,T,1-Aug-19,26,,,9900101.0,,,,,,,,,620,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000301,1.0,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,1-Aug-19,1200501,1.0,,,,,,,,,,,4000,2,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,3,T,1-Aug-19,9900101,1.0,,,,,,,,,,,3380,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,1-Aug-19,34,1.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,10-Jul-19,10-Jul-19,1,1,Normal charge,3,T,1-Aug-19,34,2.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,3,1,1-Aug-19,1-Aug-19,1,1,Normal charge,4,T,1-Aug-19,26,,,9900101.0,,,,,,,,,3380,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,9-Aug-19,9-Aug-19,-1,1,Normal charge,1,T,1-Sep-19,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,1-Sep-19,1-Sep-19,-1,1,Normal charge,2,T,1-Sep-19,9900101,1.0,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,9-Aug-19,9-Aug-19,1,1,Normal charge,1,T,1-Sep-19,34,3.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,4,1,1-Sep-19,1-Sep-19,1,1,Normal charge,2,T,1-Sep-19,26,,,9900101.0,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,8-Sep-19,8-Sep-19,-1,1,Normal charge,1,T,9-Oct-19,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,9-Oct-19,9-Oct-19,-1,1,Normal charge,2,T,9-Oct-19,9900101,1.0,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,8-Sep-19,8-Sep-19,1,1,Normal charge,1,T,9-Oct-19,34,4.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
513084533,513084533,197590447,5,1,9-Oct-19,9-Oct-19,1,1,Normal charge,2,T,9-Oct-19,26,,,9900101.0,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,9-Aug-19,9-Aug-19,-1,1,Normal charge,1,T,28-Aug-20,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,28-Aug-20,28-Aug-20,-1,1,Normal charge,2,T,28-Aug-20,9900101,1.0,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,9-Aug-19,9-Aug-19,1,1,Normal charge,1,T,28-Aug-20,34,104.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,6,1,28-Aug-20,28-Aug-20,1,1,Normal charge,2,T,28-Aug-20,26,,,9900101.0,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,11-Aug-19,11-Aug-19,-1,1,Normal charge,1,T,28-Aug-20,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,28-Aug-20,28-Aug-20,-1,1,Normal charge,2,T,28-Aug-20,9900101,1.0,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,11-Aug-19,11-Aug-19,1,1,Normal charge,1,T,28-Aug-20,34,106.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,8,1,28-Aug-20,28-Aug-20,1,1,Normal charge,2,T,28-Aug-20,26,,,9900101.0,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,13-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jun-19,1000401,1.0,,,,,,,,,,,5390,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,1-Jun-19,9900101,1.0,,,,,,,,,,,530,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,13-May-19,31-May-19,1,1,Normal charge,1,T,1-Jun-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,5390,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,1-Jun-19,26,,,9900101.0,,,,,,,,,530,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,21-May-19,31-May-19,-1,1,Normal charge,1,T,21-May-19,1000301,1.0,,,,,,,,,,,10570,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,21-May-19,9900101,1.0,,,,,,,,,,,1050,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,21-May-19,31-May-19,1,1,Normal charge,1,T,21-May-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,10570,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,2,T,21-May-19,26,,,9900101.0,,,,,,,,,1050,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,1,T,10-Jul-19,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,9900101,1.0,,,,,,,,,,,200,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,1,1,Normal charge,1,T,10-Jul-19,26,,,9900101.0,,,,,,,,,200,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,2,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,34,102.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,10-Jul-19,1000301,1.0,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,9900101,1.0,,,,,,,,,,,2980,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,10-Jul-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,4,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,26,,,9900101.0,,,,,,,,,2980,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,10-Jul-19,1000301,1.0,,,,,,,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,10-Jul-19,10-Jul-19,-1,1,Normal charge,2,T,10-Jul-19,1200501,1.0,,,,,,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,3,T,10-Jul-19,9900101,1.0,,,,,,,,,,,3180,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,10-Jul-19,6,1.0,,1000301.0,362.0,,6.0,Premium Voice Plan,,,,,29800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,10-Jul-19,10-Jul-19,1,1,Normal charge,2,T,10-Jul-19,34,101.0,,1200501.0,38.0,,34.0,,,,,,2000,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
521030514,521030514,69620447,5,1,1-Aug-19,1-Aug-19,1,1,Normal charge,3,T,10-Jul-19,26,,,9900101.0,,,,,,,,,3180,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,-1,1,Normal charge,1,T,1-Sep-19,1000401,1.0,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Sep-19,1-Sep-19,-1,1,Normal charge,2,T,1-Sep-19,9900101,1.0,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,1,1,Normal charge,1,T,1-Sep-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Aug-19,31-Aug-19,1,1,Normal charge,2,T,1-Sep-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,4,1,1-Sep-19,1-Sep-19,1,1,Normal charge,3,T,1-Sep-19,26,,,9900101.0,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1.0,,,,,,,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1.0,,,,,,,,,,,250,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,1,1,Normal charge,1,T,1-Jul-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,23-May-19,31-May-19,1,1,Normal charge,2,T,1-Jul-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523065513,ACC_20190523065513,874988549,1,1,1-Jul-19,1-Jul-19,1,1,Normal charge,3,T,1-Jul-19,26,,,9900101.0,,,,,,,,,250,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,-1,1,Normal charge,1,T,1-Oct-19,1000401,1.0,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Oct-19,1-Oct-19,-1,1,Normal charge,2,T,1-Oct-19,9900101,1.0,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,1,1,Normal charge,1,T,1-Oct-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Sep-19,30-Sep-19,1,1,Normal charge,2,T,1-Oct-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,5,1,1-Oct-19,1-Oct-19,1,1,Normal charge,3,T,1-Oct-19,26,,,9900101.0,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,-1,1,Normal charge,1,T,1-Jun-19,1000401,1.0,,,,,,,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,1-Jun-19,1-Jun-19,-1,1,Normal charge,2,T,1-Jun-19,9900101,1.0,,,,,,,,,,,250,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,1,1,Normal charge,1,T,1-Jun-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,2550,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,23-May-19,31-May-19,1,1,Normal charge,2,T,1-Jun-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,1,1,1-Jun-19,1-Jun-19,1,1,Normal charge,3,T,1-Jun-19,26,,,9900101.0,,,,,,,,,250,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1.0,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jul-19,1-Jul-19,-1,1,Normal charge,2,T,1-Jul-19,9900101,1.0,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,1,T,1-Jul-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jun-19,30-Jun-19,1,1,Normal charge,2,T,1-Jul-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,2,1,1-Jul-19,1-Jul-19,1,1,Normal charge,3,T,1-Jul-19,26,,,9900101.0,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,-1,1,Normal charge,1,T,1-Aug-19,1000401,1.0,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Aug-19,1-Aug-19,-1,1,Normal charge,2,T,1-Aug-19,9900101,1.0,,,,,,,,,,,880,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,1,T,1-Aug-19,6,1.0,,1000401.0,362.0,,6.0,Standard Data Plan,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Jul-19,31-Jul-19,1,1,Normal charge,2,T,1-Aug-19,6,2.0,,-1.0,400.0,,6.0,[Standard Voice Plan] Free for 3 months,,,,,0,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190523064900,ACC_20190523064900,91742982,3,1,1-Aug-19,1-Aug-19,1,1,Normal charge,3,T,1-Aug-19,26,,,9900101.0,,,,,,,,,880,0,,,,,,,,,,,,,,,,2020-10-04-00-00-00
CUST_20190513081437,ACC_20190513081437,327993354,2,1,1-Jun-19,30-Jun-19,-1,1,Normal charge,1,T,1-Jul-19,1000401,1.0,,,,,,,,,,,8800,1,,,,,,,,,,,,,,,,2020-10-04-00-00-00
