esim_id,adm1,activation_state_value,activation_state_id,customer_account,matching_id,linked_eid,esim_batch_id,iccid,imsi,imsi_rb,esim_logical_status_value,esim_logical_status_id,sim_manufacturer_id,item_model_id,extraction_timestamp,date,history_date
9158137199713200292,22330492,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371997132002920,137199713200292,137199713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137206213200324,58328003,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372062132003240,137206213200324,137206213200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137209313200324,47283262,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372093132003240,137209313200324,137209313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891513250958,74235118,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378915132509580,137891513250958,137891513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892813250958,17136989,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378928132509580,137892813250958,137892813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895513250958,69590541,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378955132509580,137895513250958,137895513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896313250958,13015550,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378963132509580,137896313250958,137896313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896613250958,51438035,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378966132509580,137896613250958,137896613250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896913250958,58970745,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378969132509580,137896913250958,137896913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897613250958,38550136,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378976132509580,137897613250958,137897613250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897713250958,41650522,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378977132509580,137897713250958,137897713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897813250958,55287593,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378978132509580,137897813250958,137897813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899713250958,19031717,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378997132509580,137899713250958,137899713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137900113251000,54474585,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581379001132510000,137900113251000,137900113251000,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137903113251000,72011683,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581379031132510000,137903113251000,137903113251000,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137906013251000,27956148,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581379060132510000,137906013251000,137906013251000,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143980513254937,56810026,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439805132549370,143980513254937,143980513254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143981513254937,57418494,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439815132549370,143981513254937,143981513254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982713254811,44460863,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439827132548110,143982713254811,143982713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983213254911,37589009,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439832132549110,143983213254911,143983213254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983613254811,53188807,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439836132548110,143983613254811,143983613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983913254811,61639814,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439839132548110,143983913254811,143983913254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143984313254937,83521210,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439843132549370,143984313254937,143984313254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985013254911,12635233,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439850132549110,143985013254911,143985013254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985413254937,37089386,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439854132549370,143985413254937,143985413254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985813254811,60994049,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439858132548110,143985813254811,143985813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986013254911,80673972,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439860132549110,143986013254911,143986013254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986613254811,88654089,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439866132548110,143986613254811,143986613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987213254911,98182380,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439872132549110,143987213254911,143987213254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987613254811,73800688,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439876132548110,143987613254811,143987613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987913254811,20428720,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439879132548110,143987913254811,143987913254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988213254911,30783646,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439882132549110,143988213254911,143988213254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988613254811,73001557,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439886132548110,143988613254811,143988613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989913254811,664484,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439899132548110,143989913254811,143989913254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144160313265562,60668473,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441603132655620,144160313265562,144160313265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161113265562,60176899,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441611132655620,144161113265562,144161113265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161713265562,48686607,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441617132655620,144161713265562,144161713265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161913265462,52888900,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441619132654620,144161913265462,144161913265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162013265662,98655712,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441620132656620,144162013265662,144162013265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162413265562,39439423,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441624132655620,144162413265562,144162413265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162513265462,90020968,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441625132654620,144162513265462,144162513265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162513265562,14755063,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441625132655620,144162513265562,144162513265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144163013265562,83595955,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441630132655620,144163013265562,144163013265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144163013265662,99819866,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441630132656620,144163013265662,144163013265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144163513265662,79088423,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441635132656620,144163513265662,144163513265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144163613265662,42451469,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441636132656620,144163613265662,144163613265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144163913265562,48347781,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441639132655620,144163913265562,144163913265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144164313265662,43739774,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441643132656620,144164313265662,144164313265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144164413265562,54721687,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441644132655620,144164413265562,144164413265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144164513265462,90748802,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441645132654620,144164513265462,144164513265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165013265662,68398074,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441650132656620,144165013265662,144165013265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165413265662,55229044,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441654132656620,144165413265662,144165413265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165513265662,63513283,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441655132656620,144165513265662,144165513265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165813265462,18727854,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441658132654620,144165813265462,144165813265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144166213265562,13087061,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441662132655620,144166213265562,144166213265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144166413265662,91317780,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441664132656620,144166413265662,144166413265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167013265562,44469127,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441670132655620,144167013265562,144167013265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167113265562,19740599,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441671132655620,144167113265562,144167113265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167813265562,24131718,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441678132655620,144167813265562,144167813265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168113265662,19736216,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441681132656620,144168113265662,144168113265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168613265462,95807367,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441686132654620,144168613265462,144168613265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144169113265662,81688057,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441691132656620,144169113265662,144169113265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144169313265562,22122420,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441693132655620,144169313265562,144169313265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137190213200392,5829096,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371902132003920,137190213200392,137190213200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137190713200292,2098475,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371907132002920,137190713200292,137190713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137191013200392,17209114,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371910132003920,137191013200392,137191013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137191613200292,42541432,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371916132002920,137191613200292,137191613200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137191813200292,36813258,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371918132002920,137191813200292,137191813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192113200392,66305548,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371921132003920,137192113200392,137192113200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192213200392,17783823,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371922132003920,137192213200392,137192213200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192713200292,12418026,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371927132002920,137192713200292,137192713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137193413200292,27907082,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371934132002920,137193413200292,137193413200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137193613200292,46937198,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371936132002920,137193613200292,137193613200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137194413200292,62598175,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371944132002920,137194413200292,137194413200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137194613200292,58615084,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371946132002920,137194613200292,137194613200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137194713200292,1545564,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371947132002920,137194713200292,137194713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137196413200292,20860912,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371964132002920,137196413200292,137196413200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137196613200292,43397139,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371966132002920,137196613200292,137196613200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137197813200292,86518943,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371978132002920,137197813200292,137197813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198013200392,62049610,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371980132003920,137198013200392,137198013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198413200292,69834608,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371984132002920,137198413200292,137198413200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198513200292,85581737,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371985132002920,137198513200292,137198513200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198713200292,81292570,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371987132002920,137198713200292,137198713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198813200292,86463056,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371988132002920,137198813200292,137198813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137198913200292,24098440,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371989132002920,137198913200292,137198913200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137199813200292,46435150,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371998132002920,137199813200292,137199813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137199913200292,43050405,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371999132002920,137199913200292,137199913200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137200313200324,29720677,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372003132003240,137200313200324,137200313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137203313200324,39975832,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372033132003240,137203313200324,137203313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137204213200324,92644964,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372042132003240,137204213200324,137204213200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137207313200324,43701662,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372073132003240,137207313200324,137207313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137208313200324,66620172,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372083132003240,137208313200324,137208313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890213250958,41618502,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378902132509580,137890213250958,137890213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890313250958,2945307,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378903132509580,137890313250958,137890313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890513250958,38513010,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378905132509580,137890513250958,137890513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891413250958,959340,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378914132509580,137891413250958,137891413250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891713250958,75895389,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378917132509580,137891713250958,137891713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892313250958,70846351,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378923132509580,137892313250958,137892313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137893713250958,90145564,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378937132509580,137893713250958,137893713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894013251058,29310240,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378940132510580,137894013251058,137894013251058,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894213250958,92075924,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378942132509580,137894213250958,137894213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894713250958,74842239,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378947132509580,137894713250958,137894713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
