subs_id,last_event_date,last_incoming_date,last_charge_date,last_payment_date
9158818010000000111,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000112,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000113,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000114,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000115,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000116,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000117,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000118,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000119,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000120,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000121,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000122,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000123,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000124,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000125,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000126,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000127,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000128,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000129,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000130,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000131,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000132,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000133,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000134,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000135,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000136,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000137,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000138,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000139,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000140,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000141,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000142,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000143,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000144,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000145,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000146,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000147,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000148,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000149,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000150,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000151,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000152,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000153,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000154,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000155,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000156,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000157,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000158,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000159,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000160,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000161,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000162,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000163,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000164,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000165,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000166,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000167,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000168,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000169,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000170,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000171,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000172,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000173,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000174,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000175,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000176,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000177,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000178,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000179,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000180,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000181,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000182,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000183,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000184,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000185,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000186,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000187,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000188,NULL,NULL,NULL,NULL
9158818010000000189,NULL,NULL,NULL,NULL
9158818010000000190,NULL,NULL,NULL,NULL
9158818010000000191,NULL,NULL,NULL,NULL
9158818010000000192,NULL,NULL,NULL,NULL
9158818010000000193,NULL,NULL,NULL,NULL
9158818010000000194,NULL,NULL,NULL,NULL
9158818010000000195,NULL,NULL,NULL,NULL
9158818010000000196,NULL,NULL,NULL,NULL
9158818010000000197,NULL,NULL,NULL,NULL
9158818010000000198,NULL,NULL,NULL,NULL
9158818010000000199,NULL,NULL,NULL,NULL
9158818010000000200,NULL,NULL,NULL,NULL
9158818010000000201,NULL,NULL,NULL,NULL
9158818010000000202,NULL,NULL,NULL,NULL
9158818010000000203,NULL,NULL,NULL,NULL
9158818010000000204,NULL,NULL,NULL,NULL
9158818010000000205,NULL,NULL,NULL,NULL
9158818010000000206,NULL,NULL,NULL,NULL
9158818010000000207,NULL,NULL,NULL,NULL
9158818010000000208,NULL,NULL,NULL,NULL
9158818010000000209,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000210,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000211,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000212,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000213,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000214,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000215,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000216,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000217,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000218,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000219,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000220,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000221,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000222,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000223,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000224,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000225,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000226,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000227,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000228,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000229,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000230,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000231,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000232,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000233,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000234,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000235,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000236,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000237,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000238,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000239,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000240,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000241,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000242,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000243,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000244,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000245,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000246,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000247,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000248,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000249,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000250,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000251,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000252,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000253,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000254,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000255,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000256,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000257,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000258,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000259,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000260,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000261,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000262,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000263,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000264,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000265,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000266,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000267,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000268,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000269,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000270,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000271,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000272,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000273,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000274,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000275,2020-09-11 00:01:00,NULL,2020-09-11 00:01:00,2020-09-11 00:01:00
9158818010000000276,2020-09-12 00:01:00,NULL,2020-09-12 00:01:00,2020-09-12 00:01:00
9158818010000000277,2020-09-13 00:01:00,NULL,2020-09-13 00:01:00,2020-09-13 00:01:00
9158818010000000278,2020-09-14 00:01:00,NULL,2020-09-14 00:01:00,2020-09-14 00:01:00
9158818010000000279,2020-09-15 00:01:00,NULL,2020-09-15 00:01:00,2020-09-15 00:01:00
9158818010000000280,2020-09-16 00:01:00,NULL,2020-09-16 00:01:00,2020-09-16 00:01:00
9158818010000000281,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000282,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000283,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000284,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000285,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000286,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000287,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000288,2020-04-01 00:00:01,NULL,2020-04-01 00:00:01,2020-04-01 00:00:01
9158818010000000289,2020-04-01 00:00:01,NULL,2020-04-01 00:00:01,2020-04-01 00:00:01
9158818010000000290,2020-04-01 00:00:01,NULL,2020-04-01 00:00:01,2020-04-01 00:00:01
