productoffering_characteristic_id,productoffering_id,productoffering_template_id,productoffering_characteristic_attr_id,productoffering_characteristic_name,default_value,mandatory,visible,modifiable,included_to_invoice,characteristic_number,propagate_entered_value_to_children,extraction_timestamp,date,history_date
9157732588413871299,9400000005,9156600096265807165,NULL,Model,9156779364813869393,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732600913872009,6400000002,9156599352065809159,NULL,SMS OCS ID,303,False,False,NULL,False,11,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732601213872547,6600000005,9156599352065809225,NULL,Roaming Voice OCS ID,711,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732601813872009,6400000001,9156599352065809159,NULL,Tariff OCS ID,2222,False,False,NULL,False,12,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732601913872009,6400000002,9156599352065809159,NULL,AutoRenewal,9155459816265896705,True,True,NULL,False,1,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732602313872547,6600000009,9157116615865327560,NULL,"Data Volume, GB",9156678732465817260,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732602913872009,6400000002,9156599352065809159,NULL,Tariff OCS ID,3333,False,False,NULL,False,12,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732605713872009,6400000000,9156599352065809159,NULL,Included Data Allowance,9155459816365896778,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606013872547,6600000000,9156599352065809183,NULL,Data OCS ID,510,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606913872009,6400000002,9156599352065809159,NULL,PCRF Profile ID,pcrf_profile_6666,False,False,NULL,False,15,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608713872009,6400000001,9156599352065809159,NULL,RunTime Cycle,9155459816265896708,True,True,True,False,2,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608813872009,6400000002,9156599352065809159,NULL,Included Voice Allowance,9155459816365896804,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732628413874678,3600000002,9157392394765373875,NULL,Compatible Equipment Types,NULL,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732630513875450,2400000000,9156850850865695070,NULL,Model,9147471184113894984,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732630613875450,2400000010,9156850850865695070,NULL,Model,9147471184113894999,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631013875550,2400000051,9156850850865695070,NULL,Model,9151846877413653631,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631113875550,2400000061,9156850850865695071,NULL,Model,9156874769813867604,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631913875450,2400000041,9156850850865695070,NULL,Model,9151846793513653567,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732632113875550,2400000062,9156850850865695070,NULL,Model,9148512926713659803,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732632513875450,2400000002,9156850850865695070,NULL,Model,9147471184113894988,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732632713875450,2400000022,9156850850865695070,NULL,Model,9149308892513711673,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732633013875550,2400000053,9156850850865695070,NULL,Model,9151993340413664139,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634113875550,2400000064,9156850850865695070,NULL,Model,9149650992613705510,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634513875450,2400000004,9156850850865695070,NULL,Model,9147471184113894990,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634813875450,2400000034,9156850850865695070,NULL,Model,9151845740013653319,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634913875450,2400000044,9156850850865695070,NULL,Model,9151993340413664100,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732635613875450,2400000015,9156850850865695070,NULL,Model,9147471184113895007,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732637713875450,2400000027,9156850850865695070,NULL,Model,9149308892513711677,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732638013875550,2400000058,9156850850865695071,NULL,Model,9156874768913867604,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732638513875450,2400000008,9156850850865695070,NULL,Model,9147471184113894997,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732639113875550,2400000069,9156850850865695070,NULL,Model,9147471184113895348,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732639613875450,2400000019,9156850850865695070,NULL,Model,9149308892513711679,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680013877147,5400000008,9156936335465761875,NULL,"Data Volume, GB",9155459816365896718,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680313876713,5500000000,9156936335365761789,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680513876713,5500000003,9156936335365761789,NULL,Included Data Allowance,9155459816365896793,True,True,NULL,False,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680813877047,5400000000,9156936335365761808,NULL,Data OCS ID,710,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732682913877047,5400000004,9156936335365761816,NULL,"Voice Volume, Min",9155459816365896737,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732683313876713,5500000001,9156936335365761789,NULL,Included Voice Allowance,9157273485065083233,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732683413876713,5500000002,9156936335365761789,NULL,Included SMS Allowance,9157273485065083235,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732685813877047,5400000002,9156936335365761808,NULL,"Data Volume, GB",9156988195365605832,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732685913877047,5400000006,9156936335365761799,NULL,"Data Volume, GB",9155459816365896718,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732687213876713,5500000000,9156936335365761789,NULL,Included Voice Allowance,9157273485065083233,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732688913877047,5400000007,9156936335365761799,NULL,"Data Volume, GB",9155459816365896728,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732689713877047,5400000000,9156936335365761808,NULL,"Data Volume, GB",9155459816365896718,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732580413871299,9400000000,9156599352065809171,NULL,Pre-activated,9154750574565595558,True,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732581413871299,9400000000,9156599352065809171,NULL,Model,9148563043913674855,True,True,NULL,False,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732601113872547,6600000002,9156599352065809183,NULL,"Data Volume, GB",9156678732465817261,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732601713872009,6400000000,9156599352065809159,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732603013872327,6500000007,9156599352065809200,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732603313872547,6600000009,9157116615865327560,NULL,Data OCS ID,611,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732603713872009,6400000000,9156599352065809159,NULL,Voice OCS ID,200,False,False,NULL,False,10,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732604013872327,6500000008,9156599352065809205,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732604713872009,6400000000,9156599352065809159,NULL,PCRF Profile ID,pcrf_profile_1111,False,False,NULL,False,15,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732605213872547,6600000006,9156599352065809167,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732607213872547,6600000007,9156599352065809167,NULL,"Data Volume, GB",9155459816365896728,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732607813872009,6400000002,9156599352065809159,NULL,Data OCS ID,102,False,False,NULL,False,9,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732607913872009,6400000002,9156599352065809159,NULL,Included Data Allowance,9155459816365896802,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608113872547,6600000004,9156599352065809225,NULL,Roaming Voice OCS ID,710,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608213872547,6600000007,9156599352065809167,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608313872547,6600000011,9157116615865327560,NULL,"Data Volume, GB",9156678732465817262,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732609113872547,6600000004,9156599352065809225,NULL,"Voice Volume, Min",9155459816365896737,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732609713872009,6400000001,9156599352065809159,NULL,SMS OCS ID,301,False,False,NULL,False,11,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732623413873914,3600000000,9156701550965077019,NULL,Delivery Type,9155494304665567225,False,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732624413873914,3600000001,9156701550965077019,NULL,Delivery Type,9147381867165274035,False,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732625413873914,3600000002,9157392394765373875,NULL,Delivery Type,9156701550965077027,False,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732630813875450,2400000030,9156850850865695070,NULL,Model,9149540411113708596,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631613875450,2400000011,9156850850865695070,NULL,Model,9147471184113895002,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631813875450,2400000031,9156850850865695070,NULL,Model,9149540411113708597,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732632213875550,2400000072,9156850850865695070,NULL,Model,9148512927013659885,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732632613875450,2400000012,9156850850865695070,NULL,Model,9147471184113895003,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732633513875450,2400000003,9156850850865695070,NULL,Model,9147471184113894989,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732633613875450,2400000013,9156850850865695070,NULL,Model,9147471184113895004,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732633913875450,2400000043,9156850850865695070,NULL,Model,9151993340413664119,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634213875550,2400000074,9156850850865695070,NULL,Model,9149650992513705496,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732635213875550,2400000075,9156850850865695070,NULL,Model,9149650992513705497,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732635513875450,2400000005,9156850850865695070,NULL,Model,9147471184113894993,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732635813875450,2400000035,9156850850865695070,NULL,Model,9151845740013653302,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732636713875450,2400000026,9156850850865695070,NULL,Model,9149308892513711681,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732637113875550,2400000067,9156850850865695070,NULL,Model,9148512926813659818,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732638713875450,2400000028,9156850850865695070,NULL,Model,9149308892513711676,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732638913875450,2400000048,9156850850865695070,NULL,Model,9151846793513653546,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732639713875450,2400000029,9156850850865695070,NULL,Model,9149308892513711675,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680113877147,5400000011,9156936335465761875,NULL,Data OCS ID,717,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732681513876713,5500000004,9156936335365761789,NULL,Included Voice Allowance,9157273485065083233,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732681613876713,5500000005,9156936335365761789,NULL,Included SMS Allowance,9157273485065083234,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732681913877047,5400000004,9156936335365761816,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732684513876713,5500000004,9156936335365761789,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732686013877147,5400000010,9156936335465761875,NULL,"Data Volume, GB",9156988195365605832,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
