address_unit_id,country,addr_level_1,addr_level_2,addr_level_3,addr_level_4,addr_level_5,extraction_timestamp,date,history_date
9158137138113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,71,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137138013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,61,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137137513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,10,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137134513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137132713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,25,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137132513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131813199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,34,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,24,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,54,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,23,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,63,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137188213199999,Sandbox country,Sandbox Region,Sandbox City,Street 1,81,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137139113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,72,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137137013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,60,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137136113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,69,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137136013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,59,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137135613199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,18,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137135113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,68,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137134813199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,37,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137134013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,57,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137133013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,56,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137132813199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,35,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137132013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,55,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131913199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,44,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,4,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131113199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,64,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130913199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,43,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130613199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,13,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130013199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,53,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137189213199999,Sandbox country,Sandbox Region,Sandbox City,Street 1,82,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137183313199999,Sandbox country,Sandbox Region,Sandbox City,Street 1,86,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137139713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,32,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137138813199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,41,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137138713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,31,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137136913199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,49,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137135913199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,48,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137135713199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,28,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137135513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,8,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137134913199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,47,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137133513199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137132213199900,Sandbox country,Sandbox Region,Sandbox City,Street 1,75,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137131613199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,14,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137130813199800,Sandbox country,Sandbox Region,Sandbox City,Street 1,33,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144060013257766,Sandbox country,Sandbox Region,Sandbox City,0101,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144221313273726,Sandbox country,Sandbox Region,Sandbox City,Street,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852213250660,Sandbox country,Sandbox Region,Sandbox City,0101,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,35,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,44,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,53,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,33,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,42,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,12,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,70,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,60,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,20,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,49,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,9,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,79,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,48,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,28,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,18,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,8,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,66,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,26,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137881113250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,87,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137880113250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,86,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,15,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,24,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,61,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,50,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,69,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,59,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,29,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,68,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,37,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,27,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,17,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,16,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,55,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,25,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,34,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,62,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,32,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,51,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,41,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,80,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,39,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,38,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,67,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,57,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137888013250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,84,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137886013250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,82,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,65,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,4,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,73,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,72,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,52,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137856413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,22,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,71,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,31,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855213250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,81,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854513250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,30,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,78,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,56,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,46,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,36,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137889013250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,85,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137887013250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,83,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137882113250784,Sandbox country,Sandbox Region,Sandbox City,Street 1,88,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,75,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137859613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,45,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858913250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,74,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,64,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,54,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137858313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,14,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,63,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,43,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,23,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137857313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,13,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,21,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137855313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854613250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,40,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137854313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,10,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137853413250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,19,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137852813250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,58,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851713250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,47,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137851013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,77,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850313250660,Sandbox country,Sandbox Region,Sandbox City,Street 1,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137850013250760,Sandbox country,Sandbox Region,Sandbox City,Street 1,76,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
