productoffering_id,productoffering_name,productoffering_template_id,productoffering_template_name,productoffering_type_id,productoffering_type_value,business_domain_id,business_domain_value,available_from_date,available_to_date,eliminated_from_date,productoffering_weight,billing_specification_id,billing_specification_value,initial_productoffering_id,productoffering_code,productoffering_status_id,productoffering_status_value,external_id,suspendable,is_top_offer,is_mandatory,extraction_timestamp,date,history_date
6630000002,eSIM,9157989469565554488,eSIM Template,9125737315713245976,Product Offering,9148543834613660834,SIM Card,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554488,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000012,Bar Data,9158456060365017222,Bar Data Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017222,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000016,Bar Outgoing International Calls,9158456060365017230,Bar Outgoing International Calls Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017230,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000011,Port-in Business Postpaid Phone Number,9158457499265711589,Port-In Phone Number Template,9140129238613601812,One-Time Service,9146988680013867737,Assign Ported Phone Number,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158457499265711589,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000010,Port-in Consumer Postpaid Phone Number,9158457499265711589,Port-In Phone Number Template,9140129238613601812,One-Time Service,9146988680013867737,Assign Ported Phone Number,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158457499265711589,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000008,Port-in Consumer Prepaid Phone Number,9158457499265711589,Port-In Phone Number Template,9140129238613601812,One-Time Service,9146988680013867737,Assign Ported Phone Number,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158457499265711589,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000009,Port-in Business Prepaid Phone Number,9158457499265711589,Port-In Phone Number Template,9140129238613601812,One-Time Service,9146988680013867737,Assign Ported Phone Number,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158457499265711589,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000026,Recurring National Voice 60,9157989469565554004,National Calling Recurring Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554004,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000075,Recurring VF Social Passes 5GB,9157989469565554140,VF Passes Recurring Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554140,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000030,One Time Data 5GB,9157989469565554183,National Data One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554183,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000052,One Time ROW Unlimited (voice/data/SMS),9157989469565554305,Roaming ROW Bundle One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554305,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000003,Change SIM Card Fee,9157989469565554483,Change SIM Fee Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554483,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000004,SIM Card Credit,9157989469565554484,SIM Card with Credit Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554484,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000005,Phone Number,9157989469565554500,Phone Number Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554500,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000007,Auto Top-up,9158155554565342300,Auto Top-up Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158155554565342300,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
7630000001,SIM Card Postpaid,9158199561265939836,SIM Card Postpaid Template,9125737315713245976,Product Offering,9148543834613660834,SIM Card,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158199561265939836,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
7630000002,eSIM Postpaid,9158199561265939853,eSIM Postpaid Template,9125737315713245976,Product Offering,9148543834613660834,SIM Card,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158199561265939853,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
7640000000,Courier Delivery,9158199561265939935,Addressed Delivery Template,9140129238613601812,One-Time Service,9147188376613859544,Delivery,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158199561265939935,NULL,9140545748713273966,Released,NULL,No,Yes,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000013,Bar Incoming Calls,9158456060365017224,Bar Incoming Calls Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017224,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000019,Bar Roaming SMS,9158456060365017236,Bar Roaming SMS Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017236,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000046,Recurring GCC Roaming Data 1GB,9157989469565554017,Roaming GCC Data Recurring Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554017,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000053,Recurring ROW Unlimited (voice/data/SMS),9157989469565554088,Roaming ROW Bundle Recurring Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554088,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000044,One Time GCC Roaming Data 1GB,9157989469565554237,Roaming GCC Data One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554237,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000036,One Time GCC TYHTA (Voice/Data/SMS),9157989469565554279,Roaming GCC Bundle One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554279,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000048,One Time VF Passport TYHTA (Voice/Data/SMS),9157989469565554296,Roaming Passport One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554296,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
7630000000,Mobile Line Postpaid,9158199561265939905,Mobile Line Postpaid Template,9125737315713245976,Product Offering,9146703400813779251,Mobile Line,2020-01-01 00:00:00.0,NULL,NULL,NULL,9158199402565849120,Mobile Postpaid Line,9158199561265939905,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000014,Bar Incoming Roaming Calls,9158456060365017226,Bar Incoming Roaming Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017226,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6610000002,VF Red - L Subscription,9157989469565553884,Mobile Prepaid Plan Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,3,NULL,NULL,9157989469565553884,NULL,9140545748713273966,Released,NULL,Yes,Yes,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6610000001,VF Red - S Subscription,9157989469565553884,Mobile Prepaid Plan Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,2,NULL,NULL,9157989469565553884,NULL,9140545748713273966,Released,NULL,Yes,Yes,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6610000000,VF Blue PAYG,9157989469565553884,Mobile Prepaid Plan Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,1,NULL,NULL,9157989469565553884,NULL,9140545748713273966,Released,NULL,Yes,Yes,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000000,Mobile Line,9157989469565553929,Mobile Line Template,9125737315713245976,Product Offering,9146703400813779251,Mobile Line,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565553929,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000012,Recurring International Voice 30 -  Zone 2,9157989469565554098,International Calling Recurring Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554098,NULL,9140545748713273966,Released,NULL,Yes,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6620000062,One Time VF Audio Passes 500MB,9157989469565554355,VF Passes One Time Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9157989469565554355,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
7630000004,Premium Phone Number Postpaid,9158199561265939948,Premium Phone Number Postpaid Template,9140129238613601812,One-Time Service,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158199561265939948,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
6630000017,Bar Roaming Outgoing Calls,9158456060365017232,Bar Roaming Outgoing Calls Template,9125737315713245976,Product Offering,NULL,NULL,2020-01-01 00:00:00.0,NULL,NULL,NULL,NULL,NULL,9158456060365017232,NULL,9140545748713273966,Released,NULL,No,No,True,2020-11-13 04:32:25.0,2020-11-13,2020-11-13-04-32-25
